Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Uc Health,UC HEALTH,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Uc Health'),,,FALSE,1
Ugn,UGN,Manufacturing,Automotive components,336390,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,TRUE,3
Uhaul,UHAUL,Commercial Services,Moving & storage,484210,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,uhaul.com,FALSE,1
Uk Center for Applied Energy Research,UK CENTER FOR APPLIED ENERGY RESEARCH,Energy Services,Energy research institute,541715,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Unifirst,UNIFIRST,Commercial Services,Uniform rental services,812332,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,unifirst.com,TRUE,2
Union County Indiana,UNION COUNTY INDIANA,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Union County Indiana'),,,FALSE,1
Union Odc Brep I,UNION ODC BREP I,Commercial Real Estate,Property ownership,531120,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Union Station,UNION STATION,Commercial Real Estate,Property ownership,531120,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Union Station City of Indianapolis,UNION STATION CITY OF INDIANAPOLIS,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'Union Station - City Of Indianapolis'),,,FALSE,1
Unit Building Services,UNIT BUILDING SERVICES,Construction,Building Construction Services,236,Heuristic (Name Match),Final,High,Analyst-approved override (method: Heuristic (Name Match)),,,FALSE,1
United Construction,UNITED CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'United Construction'),,,FALSE,1
United Group Services,UNITED GROUP SERVICES,Commercial Services,Facility Services,561,Heuristic (Name Match),Final,High,Analyst-approved override (method: Heuristic (Name Match)),,,FALSE,1
United Services,UNITED SERVICES,Commercial Services,Commercial Services Provider,561,Heuristic (Ambiguous Name),Final,High,Analyst-approved override (method: Heuristic (Ambiguous Name)),,,FALSE,1
United States Cold Storage,UNITED STATES COLD STORAGE,Commercial Services,Cold storage logistics,493120,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Univeristy Tower,UNIVERISTY TOWER,Commercial Real Estate,Property ownership,531120,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Universal Transportation Systems,UNIVERSAL TRANSPORTATION SYSTEMS,Commercial Services,Contract Transportation & Mobility Services,485,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,utsohio.com,FALSE,1
University Health Systems,UNIVERSITY HEALTH SYSTEMS,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'University Health Systems'),,,FALSE,1
University Physicians Association,UNIVERSITY PHYSICIANS ASSOCIATION,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'University Physicians Association Inc'),,,FALSE,1
University of Charleston,UNIVERSITY OF CHARLESTON,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'University Of Charleston'),,,FALSE,1
University of KY Poultry Res,UNIVERSITY OF KY POULTRY RES,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'University Of Ky - Poultry Res'),,,FALSE,1
Unlimited Systems,UNLIMITED SYSTEMS,Commercial Services,IT / Systems Integration,541,Heuristic (Name Match),Final,High,Analyst-approved override (method: Heuristic (Name Match)),,,FALSE,1
Upm Pharmaceuticals,UPM PHARMACEUTICALS,Manufacturing,Pharmaceutical manufacturing,325412,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Urban Sites,URBAN SITES,Commercial Real Estate,Real estate development,236220,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Urban Stead Cheese,URBAN STEAD CHEESE,Manufacturing,Artisan Cheese Manufacturing,311,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,urbansteadcheese.com,FALSE,1
Uscc Services,USCC SERVICES,Commercial Services,Telecommunications Services,517,Heuristic (Acronym Match),Final,High,Analyst-approved override (method: Heuristic (Acronym Match)),,,FALSE,1
Ust Dba Landmark Ceramics,UST DBA LANDMARK CERAMICS,Manufacturing,Ceramic tile manufacturing,327122,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Usui International,USUI INTERNATIONAL,Manufacturing,Automotive components,336390,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,TRUE,2
Utbattelle,UTBATTELLE,Municipal / Local Government,National Lab Operations & Federal R&D Management,5417,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ornl.gov,FALSE,1
Utc Aerospace Systems,UTC AEROSPACE SYSTEMS,Manufacturing,Aerospace components,336413,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Valassis Direct Mail,VALASSIS DIRECT MAIL,Manufacturing,Printing & marketing services,323111,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Valcom Enterprises,VALCOM ENTERPRISES,Manufacturing,Electronics & Communication Equipment,334,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,valcom.com,FALSE,1
Valeo,VALEO,Manufacturing,Automotive systems,336390,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,valeo.com,FALSE,1
Valeo Climate Control,VALEO CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Validated Custom Solutions,VALIDATED CUSTOM SOLUTIONS,Commercial Services,Business Consulting,541,Heuristic (Name Match),Final,High,Analyst-approved override (method: Heuristic (Name Match)),,,FALSE,1
Valley Grove Baptist Church,VALLEY GROVE BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Valley Grove Baptist Church'),,,FALSE,1
Valor Oil,VALOR OIL,Utilities,Fuel Distribution,424,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,valoroil.com,FALSE,1
Vals Botique,VALS BOTIQUE,Individual / Misc,Retail – Apparel,448,Heuristic (Small Retail),Final,High,Analyst-approved override (method: Heuristic (Small Retail)),,,FALSE,1
Valtronics,VALTRONICS,Manufacturing,Electronics manufacturing,334419,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Van Con,VAN CON,Construction,General Contractor,236,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,vanconinc.com,FALSE,1
Vandalia Rental,VANDALIA RENTAL,Commercial Services,Equipment Rental,532,Heuristic (Name Match),Final,High,Analyst-approved override (method: Heuristic (Name Match)),,,FALSE,1
Vanderbilt Bedford Hospital Vumc Disbursements,VANDERBILT BEDFORD HOSPITAL VUMC DISBURSEMENTS,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Vanderbilt Bedford Hospital Vumc Disbursements'),,,FALSE,1
Vanderbilt Chemicals,VANDERBILT CHEMICALS,Manufacturing,Specialty chemicals,325998,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,vanderbiltchemicals.com,FALSE,1
Vanderbilt Maury Radiation Oncology,VANDERBILT MAURY RADIATION ONCOLOGY,Healthcare / Senior Living,Radiation oncology,621111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Vanderbilt University,VANDERBILT UNIVERSITY,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Vanderbilt University'),,,FALSE,1
Vantrust Real Estate,VANTRUST REAL ESTATE,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Vantrust Real Estate'),,,FALSE,1
Vector Construction,VECTOR CONSTRUCTION,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Vector Construction Co, Inc.')",,,FALSE,1
Venco Venturo,VENCO VENTURO,Manufacturing,Truck Body & Crane Equipment Manufacturing,3369,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,venturo.com,FALSE,1
Ventra Plastics Russellville a Division of Flexngate,VENTRA PLASTICS RUSSELLVILLE A DIVISION OF FLEXNGATE,Manufacturing,Automotive plastics,326199,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Veregy Indiana,VEREGY INDIANA,Energy Services,Energy services / ESCO,221330,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Vernon Township Public Library,VERNON TOWNSHIP PUBLIC LIBRARY,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Vernon Township Public Library'),,,FALSE,1
Vfp Fire Systems,VFP FIRE SYSTEMS,Construction,Fire protection systems,238290,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Vgs Bakery,VGS BAKERY,Individual / Misc,Retail Bakery & Food Service,4452,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,vgsbakery.com,FALSE,1
Victoria Theatre Association,VICTORIA THEATRE ASSOCIATION,Non-Profit / Religious,Performing arts nonprofit,813990,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Victorian Square,VICTORIAN SQUARE,Commercial Real Estate,Property ownership,531120,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Viking Plastics,VIKING PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Villa Madonna Academy,VILLA MADONNA ACADEMY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Villa Madonna Academy'),,,FALSE,1
Village of Fairfax,VILLAGE OF FAIRFAX,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'Village Of Fairfax'),,,FALSE,1
Village of Williamsburg,VILLAGE OF WILLIAMSBURG,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'Village Of Williamsburg'),,,FALSE,1
Vincennes University,VINCENNES UNIVERSITY,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Vincennes University'),,,FALSE,1
Vinylmax,VINYLMAX,Manufacturing,Windows & doors,321911,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Viox Services,VIOX SERVICES,Commercial Services,Facilities Management & Engineering Services,5612,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,viox-services.com,FALSE,1
Virginia Tile,VIRGINIA TILE,Financial Services,Title & Escrow Services,541,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,virginiatitle.com,FALSE,1
Vision Best Eye Care,VISION BEST EYE CARE,Healthcare / Senior Living,Optometry,621320,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Vista Packaging,VISTA PACKAGING,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Vista Packaging'),,,FALSE,1
Vocke Construction,VOCKE CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Vocke Construction'),,,FALSE,1
Volunteer Mechanical,VOLUNTEER MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Volunteer State Community College,VOLUNTEER STATE COMMUNITY COLLEGE,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Volunteer State Community College'),,,FALSE,1
Vora Medical Services,VORA MEDICAL SERVICES,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Vora Medical Services'),,,FALSE,1
Vrc,VRC,Healthcare / Senior Living,Acronym collision – insufficient context,,Unresolved,Final,High,Analyst-approved override (method: Unresolved),,,FALSE,1
Vytron,VYTRON,Manufacturing,Industrial Automation Equipment,333,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,vytron.com,FALSE,1
WV Great Barrel,WV GREAT BARREL,Non-Profit / Religious,Economic Development / Tourism,813,Heuristic (Low Confidence),Final,High,Analyst-approved override (method: Heuristic (Low Confidence)),,,FALSE,1
WV Outdoor,WV OUTDOOR,Non-Profit / Religious,Outdoor Recreation Organization,813,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,wvtourism.com,FALSE,1
Wabtec,WABTEC,Manufacturing,Rail & industrial equipment,336510,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,wabteccorp.com,FALSE,1
Walkenhorsts,WALKENHORSTS,Commercial Services,Specialty Retail / Footwear & Accessories,4541,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,walkenhorsts.com,FALSE,1
Walker,WALKER,Individual / Misc,Individual / Ambiguous,,Name Only,Final,High,Analyst-approved override (method: Name Only),,,FALSE,1
Walker Scm Aelspan,WALKER SCM AELSPAN,Manufacturing,Industrial Belting & Conveyor Products,3399,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,aelspan.com,FALSE,1
Wall Street Partners II,WALL STREET PARTNERS II,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Wall Street Partners Ii Llc C/O Haymaker Property Mgt'),,,FALSE,1
Wallingford Coffee,WALLINGFORD COFFEE,Commercial Services,Hospitality,72,Rule-Based,,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Wallingford Coffee'),Hospitality,,FALSE,1
Walmart,WALMART,Commercial Services,Big Box Retail,44-45,Entity Inference,,Medium,Matched known entity 'WALMART'; Known/recognized entity mapping (evidence: 'Walmart'),Retail,,TRUE,16
Walters Construction,WALTERS CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Walters Construction'),,,FALSE,1
Wapakoneta City Schools,WAPAKONETA CITY SCHOOLS,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Wapakoneta City Schools'),,,FALSE,1
Warbro Realty,WARBRO REALTY,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Warbro Realty Llc'),,,FALSE,1
Warehouse Optimizers,WAREHOUSE OPTIMIZERS,Commercial Services,Warehouse consulting,541614,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Warm Construction,WARM CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Warm Construction Llc'),,,FALSE,1
Warren County Animal Shelter,WARREN COUNTY ANIMAL SHELTER,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Warren County Animal Shelter'),,,FALSE,1
Washington County Commissioner,WASHINGTON COUNTY COMMISSIONER,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Washington County Commissioner'),,,FALSE,1
Washington County Courthouse,WASHINGTON COUNTY COURTHOUSE,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Washington County Courthouse'),,,FALSE,1
Waters Edge Chocolates,WATERS EDGE CHOCOLATES,Commercial Services,Artisan Chocolate Manufacturing & Retail,3113,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,watersedgechocolates.com,FALSE,1
