Customer Key,Customer Name,Address1,City,State,Zip,Project Revenue,Service Contract Revenue,T&M Revenue,Total Revenue
TN992226SERV_GP,SLAMDOT,2099 THUNDERHEAD ROAD,KNOXVILLE,TN,37922,,,$4534,$4534
IN990284SERV_GP,"SLEEP OUTFITTERS OUTLET, LLC",1056 WELLINGTON WAY,LEXINGTON,KY,40513,,$3951,$250,$4201
CN991987SERV_GP,SLICE OF STAINLESS,1015 SEABROOK WAY,Cincinnati,OH,45245,,,$290,$290
IN990320SERV_GP,SMART TECHNOLOGIES ULC,"SUITE 600, 214 11 AVE SW","CALGARY, AB T2R OK1",CANADA,"",,$12048,$2326,$14374
IN990181SERV_GP,SMC CORPORATION OF AMERICA,10100 SMC BLVD,NOBLESVILLE,IN,46060,$191148,$399239,$136668,$727055
LX990434SERV_GP,SMOBEE,3130 PIMLICO PKWY STE 125,LEXINGTON,KY,40517,,,$1682,$1682
NV00010SERV_GP,SMS HOLDINGS CORPORATION,PO BOX 36931,CHARLOTTE,NC,28236,$76352,$13242,$67526,$157120
SMURFIT STONEMECH_GP,SMURFIT-STONE CORPORATION,4500 BEECH STREET,Cincinnati,OH,45212,$13000,,,$13000
IN990267SERV_GP,"SNYDER'S LANCE, INC",P.O. BOX 32368,CHARLOTTE,NC,28277,,$3447,,$3447
WV990187SERV_GP,SOARING EAGLE LODGE MASTER ASSOCIATION,P.O. BOX 767,ELKINS,WV,26241,$113565,$90179,$90564,$294307
TN991763SERV_GP,"SOBIESKI, JOHN",5105 WYNDCRAFT DR,KNOXVILLE,TN,37914,,,$3754,$3754
DY991019SERV_GP,SOGETI USA,10100 INNOVATION DR,MIAMISBURG,OH,45342,$18230,,,$18230
NV15034SERV_GP,SOHO HOUSE NASHVILLE,515 W20TH ST STE #5,NEW YORK,NY,10011,$0,$26760,$78216,$104976
DY991026SERV_GP,SOLID BLEND TECHNOLOGIES,10 GRANITE DR,Dayton,OH,45415,,,$4000,$4000
SOL-TECHMECH_GP,Sol-Tech,7791 Yellowwood Drive,Mason,OH,45040,$3795,,,$3795
CN991795SERV_GP,SONOCO CORRFLEX,1 NORTH 2ND ST,HARTSVILLE,SC,29550,,$1457,,$1457
TN991321SERV_GP,SONOCO FLEXIBLE,ONE NORTH SECOND STREET,HARTSVILLE,SC,29550,$326452,$237533,$189057,$753042
CN992210SERV_GP,SOONCH LEE,400 PIKE ST,Cincinnati,OH,45202,$8900,,,$8900
WV990279SERV_GP,SOUTH CHARLESTON SANTIARY BOARD,PO BOX 8336,South Charleston,WV,25303,,,$15609,$15609
TN992055SERV_GP,SOUTH COAST MANAGMENT LLC C/O KARCH'S CROSSING,PO BOX 724498,ATLANTA,GA,30327,$19884,,$5819,$25703
NV15113SERV_GP,SOUTH TN REGIONAL PULASKI C/O JONES LANG LASALLE AMERICAS INC,1255 E COLLEGE ST,PULASKI,TN,38478-4515,,,$297,$297
NV15111SERV_GP,SOUTH TN REGIONAL PULASKI C/O JONES LANG LASALLE AMERICAS INC,1265 EAST COLLEGE ST,PULASKI,TN,38478,,,$297,$297
NV15114SERV_GP,SOUTH TN REGIONAL PULASKI C/O JONES LANG LASALLE AMERICAS INC,1275 E COLLEGE ST,PULASKI,TN,38478-4500,,,$472,$472
NV15110SERV_GP,SOUTH TN REGIONAL SEWANEE C/O JONES LANG LASALLE AMERICAS INC,1260 UNIVERISTY AVE,SEWANEE,TN,37375,,,$1172,$1172
SOU001SERV_GP,South Western Communications,ATTN: ACCOUNTS PAYABLE,Newburgh,IN,47630,,$23277,$6083,$29360
LX990389SERV_GP,SOUTHEASTERN ENVIRONMENTAL SOLUTIONS,ATT: AUSTIN WILLIAMS,LONDON,KY,40745,,,$17641,$17641
TN991831SERV_GP,SOUTHERN BANK OF TENNESSEE,151 E BROAD ST,CLINTON,TN,37716,$20664,$5442,$6377,$32483
DY991073SERV_GP,SOUTHERN OHIO BREWING,818 FACTORY RD,Beavercreek,OH,45434,,,$422,$422
NV15087SERV_GP,SOUTHERN TN REGIONAL HEALTH SYSTEM,185 HOSPITAL RD,Winchester,TN,37398,,,$4488,$4488
TN992105SERV_GP,SPARKZ INC,11130 KINGSTON PIKE STE 6,KNOXVILLE,TN,37934,,$6268,$8277,$14545
IN990449SERV_GP,SPARTECH LLC,11650 LAKESIDE CROSSING CT,St Louis,MO,63146,$67195,$65819,$102293,$235306
CN991962SERV_GP,SPCA CINCINNATI,11900 CONREY RD,Cincinnati,OH,45249,,$19497,$961,$20458
LX950155SERV_GP,SPEEDWAY SUPERAMERICA LLC,PO BOX 1510,Springfield,OH,45501,$14283,,$4379,$18662
CN991411SERV_GP,"SPIRALEDGE, DBA SWIMOUTLET.COM",4300 PORT UNION ROAD,FAIRFIELD,OH,45014,$19964,$12639,$33883,$66486
IN990350SERV_GP,SPOHN GLOBAL ENTERPRISES LLC,6201 NOB HILL RD,TAMARAC,FL,33321,,$5992,$475,$6467
CN992246SERV_GP,SPRING GROVE CEMETERY,4521 SPRING GROVE AVE,Cincinnati,OH,45232,$131153,$38196,$153155,$322505
NV15018SERV_GP,SPRING HILL SURGERY CENTER LLC,1003 RESERVE BLVD STE 210,SPRING HILL,TN,37174,$13507,,$2188,$15695
CN992189SERV_GP,SPRINGFIELD MUSEUM OF ART,107 CLIFF PARK RD,Springfield,OH,45504,,$59197,$50572,$109769
DY991066SERV_GP,SPRINGS WINDOW FASHIONS LLC,6295 COMMERCE CENTER DR,GROVEPORT,OH,43125,,$4455,$6418,$10873
TN992157SERV_GP,SPT IVEY DOWELL SPRINGS MOB LLC C/O FLAGSHIP HELATHCARE PROPERTI,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,,$34812,$61633,$96445
TN992156SERV_GP,SPT IVEY OLD WEISGARBER MOB LLC C/O FLAGSHIP HEALTHCARE PROPERTI,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$6870,$27100,$113923,$147893
LV990466SERV_GP,SQUARE ROOTS URBAN GROWERS,630 FLUSHING AVE,BROOKLYN,NY,11206,,,$12078,$12078
SSB MANUFACTURIMECH_GP,SSB MANUFACTURING COMPANY,1 CONCOURSE PARKWAY NE,ATLANTA,GA,30328-6188,$8964,,,$8964
NV15088SERV_GP,SSSB LLC,3330 MAYFIELD DR,Franklin,TN,37067,,$1008,,$1008
ST AGNESMECH_GP,ST AGNES CHURCH,1680 DIXIE HIGHWAY,FT. WRIGHT,KY,41011,$2181,,,$2181
TN992046SERV_GP,ST DOMINICS CATHOLIC CHURCH,1474 E CENTER ST,KINGSPORT,TN,37664,$203471,$63414,$151632,$418517
ST ELIZABETHMECH_GP,ST ELIZABETH HEALTHCARE,85 N. GRAND AVE,Ft Thomas,KY,41075,$12839,,,$12839
DY991083SERV_GP,ST HENRY PARISH,6696 SPRINGBORO PIKE,Dayton,OH,45449,,$66667,$3806,$70473
TN992126SERV_GP,ST MARY'S PARISH,323 VERMONT AVE,OAK RIDGE,TN,37830,$84446,$42472,$27023,$153941
DY991086SERV_GP,ST RITA CATHOLIC CHURCH,5401 N MAIN ST,Dayton,OH,45415,$29540,,$72705,$102245
ST VINCENTMECH_GP,St Vincent Ferrer Church,7754 Montgomery Rd,Cincinnati,OH,45236,$7482,,,$7482
CN930097SERV_GP,ST. AGNES CHURCH,1680 DIXIE HIGHWAY,FT. WRIGHT,KY,41011,$119399,$72386,$62223,$254008
STB001SERV_GP,St. Bartholomew's Church,4800 Belmont Park Terrace,NASHVILLE,TN,37215,$69820,$22563,$9765,$102148
ST. JAMESMECH_GP,ST. JAMES THE GREATER PARISH,3565 HUBBLE RD,Cincinnati,OH,45247,$9110,,,$9110
CN991452SERV_GP,ST. JOSEPH SCHOOL,2474 LORRAINE COURT,Crescent Springs,KY,41017,,,$975,$975
LX940116SERV_GP,ST. LUKE CATHOLIC CHURCH,304 SOUTH MAIN STREET,NICHOLASVILLE,KY,40356,,,$2706,$2706
LV990449SERV_GP,ST. MICHAEL GREEK ORTHODOX CHURCH,3701 ST. MICHAEL CHURCH RD,Louisville,KENTUCKY,40220,,,$372,$372
CN990558SERV_GP,St. Walburg Monastery,2500 Amsterdam Road,FORT MITCHELL,KY,41017,$9338,$6558,$32010,$47907
CN992122SERV_GP,ST. XAVIER HIGH SCHOOL,600 W NORTH BEND RD,Cincinnati,OH,45224,$6942,,,$6942
CN991794SERV_GP,"STAG HEBRON, LLC C/O COLLIERS INTERNATIONAL",9987 CARVER RD,Cincinnati,OH,45242,,$4712,$8871,$13583
CN992304SERV_GP,STAG INDUSTRIAL LLC C/O JLL PROPERTY MANAGEMENT,312 Walnut Street,Cincinnati,OH,45202,,$4876,$1601,$6477
CN992243SERV_GP,STANDEX ELECTRONICS INC,4150 THUNDERBIRD LN,FAIRFIELD,OH,45014,,$22750,$2534,$25283
WV990267SERV_GP,STATE OF WV FISCAL DEPARTMENT OF CORRECTIONS - CENTRAL OFFICE,1409  GREENBRIER ST,Charleston,WV,25311,$49030,,$0,$49030
TN992097SERV_GP,STATUS DOUGH,6535 KINGSTON PIKE,KNOXVILLE,TN,37919,,,$702,$702
WV990263SERV_GP,STEAK ESCAPE,65 CROSSROADS MALL,MT HOPE,WV,25880,,,$16941,$16941
STE001SERV_GP,Steel Summit Tennessee,1718 JP Hennessy Drive,LAVERGNE,TN,37086,$36244,$5535,$24355,$66134
STEPMECH_GP,STEP RESOURCES,347 S. College Ave,Oxford,OH,45056,$8900,,,$8900
WV990200SERV_GP,STEPTOE & JOHNSON PLLC,707 VIRGINIA ST EAST,Charleston,WV,25301,$8883,$19538,$17918,$46339
CN991974SERV_GP,STERIS,171 CONTAINER PLACE,Cincinnati,OH,45246,,$5189,$2553,$7742
STEVEN SCHAEFERMECH_GP,STEVEN SCHAEFER & ASSOCIATES,10411 MEDALLION DR,Cincinnati,OH,45241,$1084,,,$1084
CN992134SERV_GP,STEWART TITLE COMPANY OF CINCINNATI,207 GRANDVIEW DR,Ft. Mitchell,KY,41017,,$4945,$6653,$11598
IN990381SERV_GP,STITCHFIX,1 MONTGOMERY TOWER,SAN FRANCISCO,CA,94104,$12627,$65440,$28500,$106567
STOERMER ANDERSMECH_GP,"STOERMER-ANDERSON, INC",3818 RED BANK ROAD,Cincinnati,OH,45227,$11830,,,$11830
TN991408SERV_GP,STOKELY HOSPITALITY ENTERPRISES,240 APPLE VALLEY RD,SEVIERVILLE,TN,37862,$142107,$315548,$123924,$581580
TN991789SERV_GP,STONEPEAK CERAMICS INC,720 N FRANKLIN STREET,CHICAGO,IL,60654,$252401,$390599,$546927,$1189928
CN991528SERV_GP,STORD FULLFILLMENT,5195 MASON ROAD,ATLANTA,GA,30349,$67348,$39443,$97612,$204403
CN992142SERV_GP,STOROPACK INC CSC,4758 DEVITT DR,Cincinnati,OH,45246,,$11036,$6579,$17615
STOREPACKMECH_GP,"STOROPACK, INC.",4600 BRATE DRIVE,WEST CHESTER,OH,45011,$145218,,,$145218
TN992047SERV_GP,STRATA ENVIRONMETAL SERVICES INC,110 PERIMETER PARK ROAD,KNOXVILLE,TN,37922,,,$1540,$1540
IN990244SERV_GP,STRATEGIC CAPITAL PARTNERS,600 EAST 96TH ST,Indianapolis,IN,46240,,$9600,,$9600
WV990312SERV_GP,STRIETER HOLDINGS LLC,1000 5TH AVE STE 150,HUNTINGTON,WV,25701,,,$1347,$1347
IN990462SERV_GP,STS PACKAGING LLC,10 W CARMEL DR,CARMEL,IN,46032,,$8874,$6955,$15829
LX990470SERV_GP,STS. PETER & PAUL EARLY CHILDHOOD CENTER,133 BARR ST,LEXINGTON,KY,40507,,,$18744,$18744
LX990327SERV_GP,STS. PETER & PAUL REGIONAL CATHOLIC SCHOOL,423 WEST SHORT ST,LEXINGTON,KY,40507,$28035,$3621,$95424,$127080
STURMELECTRICMECH_GP,STURM ELECTRIC INC.,6830 POWERLINE DRIVE,Florence,KY,41042,$2815,,,$2815
DY991115SERV_GP,SUBARU OF AMERICA,350 CRAMER CREEK CT,Dublin,OH,43017,$18358,$12399,$9833,$40590
TN992020SERV_GP,SULLIVAN COUNTY DEPARTMENT OF EDUCATION,PO BOX 306,BLOUNTVILLE,TN,37617,$3870,,,$3870
TN992181SERV_GP,SULLIVAN COUNTY SHERIFFS OFFICE,PO BOX 589,BLOUNTVILLE,TN,37617,,,$28738,$28738
SSSIMECH_GP,SUMCO Phoenix Corporation,537 GRANDIN RD,MAINEVILLE,OH,45039,$1345596,,,$1345596
SUMLEXMECH_GP,SUMLEX Investments LLC,394 E. Town St.,Columbus,OH,43215,$26909,,,$26909
WV990286SERV_GP,SUMMIT BHC,300 56TH ST,Charleston,WV,"",$57281,$51519,$30291,$139091
SUMMIT ENERGYMECH_GP,"Summit Energy Services, Inc.","10350 Ormsby Place Park,",Louisville,KY,40223,$11000,,,$11000
TN991964SERV_GP,SUMMIT EXPRESS - POWELL,7545 BARNETT WAY,POWELL,TN,37849,,$6520,$9923,$16443
TN991937SERV_GP,SUMMIT EXPRESS CLINIC - BEARDEN HILL,6537 KINGSTON PIKE,KNOXVILLE,TN,37919,,$5008,$7686,$12694
TN992123SERV_GP,SUMMIT MEDICAL GROUP,1275 DICK LONAS RD,KNOXVILLE,TN,37909,$10437,$49700,$65903,$126040
SUMMIT PACKMECH_GP,SUMMIT PACKAGING SOLUTIONS LLC,8216 PRINCETON GLENDALE RD,WEST CHESTER,OH,45069,$5942,,,$5942
CN992078SERV_GP,SUMMIT SUPPLY GROUP LLC,9954 MARYLAND DR,HENRICO,VA,23233,,$3378,$256,$3633
SUN CHEMICALMECH_GP,SUN CHEMICAL CORP,3922 BACH-BUXTON,AMELIA,OH,45102,$164190,,,$164190
SUN CHEMICAL FRMECH_GP,"SUN CHEMICAL CORP, FRANKLIN",125 JAYGEE DR,Franklin,OH,45005,$4856,,,$4856
CN991181SERV_GP,SUN CHEMICALS CORP,P.O. BOX 32040,Cincinnati,OH,45217,$32866,,$0,$32866
LX990259SERV_GP,"SUN PROPERTIES, LLC",91 QUARTERMASTER CT,JEFFERSONVILLE,IN,47130,,$126054,$30202,$156256
LX990203SERV_GP,SUNBELT RENTALS,PO BOX 410928,CHARLOTTE,NC,28241,$45381,$10733,$23272,$79386
LX990408SERV_GP,SUNBELT RENTALS CLIMATE CONTROL,575 A HORTON COURT,LEXINGTON,KY,40511,,,$1137,$1137
WV990280SERV_GP,"SUNBELT RENTALS, INC #1466",PO BOX 410928,CHARLOTTE,NC,28241,$5664,,$38058,$43722
TN992058SERV_GP,SUNGWOO HITECH AMERICA CORP,3221 W BIG BEAVER RD,TROY,MI,48084,,$25818,$18786,$44604
LV990464SERV_GP,SUNRISE MANOR,717 N LINCOLN BLVD,HODGENVILLE,KY,42748,$28995,$130121,$241017,$400132
CN992156SERV_GP,SUPER SYSTEMS INC,7205 EDINGTON DR,Cincinnati,OH,45249,$21210,,,$21210
CN990216SERV_GP,SUPERIOR AUTOMOTIVE GROUP,2170 HELLER DR,EAST BEAVER CREEK,OH,45434,$42383,$21880,$31183,$95446
LV990438SERV_GP,SUPERIOR CAR WASH SOLUTIONS,1301 FILIATREAU LN,BARDSTOWN,KY,40004,,,$9616,$9616
CN992132SERV_GP,SUPPLY CHAIN FACILITIES SUSTAINMENT,2455 PACES FERRY RD,ATLANTA,GA,30339,$89944,,,$89944
IN990480SERV_GP,SUPREMEX,7915 E 30TH STREET,Indianapolis,IN,46219,$20815,$8895,$6719,$36429
IN990377SERV_GP,SUPREMEX MIDWEST,5331 N TACOMA AVE,Indianapolis,IN,46220,$17850,$13802,$22018,$53670
IN990407SERV_GP,SUR LA TABLE BDC,901 E NORTHFIELD DR,BROWNSBURG,IN,46112,$60777,$14842,$37697,$113316
CN992355SERV_GP,SURE GROUP DBA THE CINCINNATI AIR CONDITIONING CO.,2080 NORTHWEST DR,Cincinnati,OH,45231,,,$1362,$1362
SURE MECHANICALMECH_GP,SURE MECHANICAL,3494 BEEKMAN STREET,Cincinnati,OH,45223,$7803,,,$7803
TN992234SERV_GP,SWAGGERTYS SAUSAGE CO INC,2827 SWAGGERTYS RD,KODAK,TN,37764,,$3150,$874,$4024
CN992104SERV_GP,SWING FIT GOLF CLUB,11125 KENWOOD RD,Blue Ash,OH,45242,,,$2828,$2828
CN991532SERV_GP,SYCAMORE COMMUNITY SCHOOLS,5959 HAGEWA DRIVE,Cincinnati,OH,45242,$103357,$224455,$145367,$473179
NV15098SERV_GP,SYENSQO MOUNT PLEASANT,7910 MOUNT JOY RD,Mount Pleasant,TN,38474,$16324,$2286,$1447,$20057
NV00026SERV_GP,SYMMETRY SURGICAL INC,3034 OWEN DR,ANTIOCH,TN,37013,$60198,$20487,$20155,$100840
SYSTECONMECH_GP,SYSTECON,6121 SCHUMACHER PARK DRIVE,WEST CHESTER,OH,45069,$14985,,,$14985
NV00115SERV_GP,T REX ARMS,758 INDUSTRIAL RD,Centerville,TN,37033,$11998,,$850,$12848
IN050004SERV_GP,TABERNACLE PRESBYTERIAN CHURCH,418 EAST 34TH STREET,Indianapolis,IN,46205,$8357,$7624,$2395,$18376
DY991112SERV_GP,TAIN INVESTMENTS III LLC,6516 BALLANTRAE PLACE,Dublin,OH,43016,$30637,,$3719,$34356
CN990992SERV_GP,TAKOMA PROPERTIES,3867 BLACKWOOD COURT,Cincinnati,OH,45236,,$13543,$16538,$30082
TN991741SERV_GP,TALLULAH LLC,PO BOX 50730,KNOXVILLE,TN,37950,$163189,$58430,$38952,$260571
WV990269SERV_GP,TAMARACK MARKETPLACE,1 TAMARACK PK,BECKLEY,WV,25801,$41877,$88819,$44087,$174783
TN992059SERV_GP,TAMMIE PRICE,1236 WENLOCK ROAD,KNOXVILLE,TN,37922,,,$622,$622
TAMSAHMECH_GP,TAMSAH ENTERPRISES,328 SOUTH MAIN ST,BELLEFONTAINE,OH,43311,$247756,,,$247756
TAPE PRODUCTSMECH_GP,TAPE PRODUCTS,11630 DEERFIELD RD,Cincinnati,OH,45242,$3558,,,$3558
CN992116SERV_GP,TARGET MANAGEMENT & LEASING INC,PO BOX 1250,WEST CHESTER,OH,45071,$58113,$43840,$26978,$128931
LV990511SERV_GP,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,$22609,,$11465,$34074
LV990365SERV_GP,TAYLORED FMI LLC.,7501 WINSTEAD DR,Louisville,KY,40258,,,$398,$398
LX990446SERV_GP,TBD FOODS DBA GOLDEN CORRAL,3309 COLLINS LANE,Louisville,KY,40245,,,$1200,$1200
TN992150SERV_GP,TECHMAH CMF LLC,2099 THUNDERHEAD RD STE302,KNOXVILLE,TN,37922,,$4770,$7811,$12581
TN992233SERV_GP,TECHMER PM LLC,1 QUALITY CIRCLE,CLINTON,TN,37716,,$7045,$7702,$14747
CN992166SERV_GP,TED & KATHLEEN HALLORAN,400 PIKE STREET,Cincinnati,OH,45202,$7220,,,$7220
TN200620SERV_GP,TEKRAN INSTRUMENTS CORPORATION,230 TECH CENTER DRIVE,KNOXVILLE,TN,37912,$28814,$21813,$4168,$54795
CN992053SERV_GP,TEKWORX,4538 CORNELL RD,Cincinnati,OH,45241,$3701,$1432,$4315,$9448
TN991250SERV_GP,TELEDYNE,PO BOX 070007,HUNTSVILLE,AL,358077007,,$2590,$6607,$9197
IN990502SERV_GP,TENBARGE,4141 E 96TH ST,Indianapolis,IN,46240,,$899,,$899
CN991539SERV_GP,TENDER MERCIES INC,27 WEST 12TH STREET,Cincinnati,OH,45202,$108354,$100096,$253349,$461799
CN991981SERV_GP,TENNANT PACKAGING,165 W CRESCENTVILLE RD,Cincinnati,OH,45246,,$21183,$6354,$27537
TN992091SERV_GP,TENNESSEE CANCER SPECIALISTS,1415 OLD WEISGARBER RD STE 200,KNOXVILLE,TN,37909,$38374,$12896,$36969,$88239
TN992065SERV_GP,TENNESSEE ENDOSCOPY CENTER,1706 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804,$6967,,$485,$7452
NV00084SERV_GP,TENNESSEE MEDICAL PARTNERS,204 LEE ROAD,COTTONTOWN,TN,37048,$411469,$56751,$27017,$495237
CN992092SERV_GP,TENNIS-POINT,11613 READING RD,Cincinnati,OH,45241,$33472,$23185,$18994,$75651
CN991345SERV_GP,TERA DATA,10000 INNOVATION WAY,Dayton,OH,45342,,$168997,$602,$169599
TN991843SERV_GP,TERESA TAYLOR,2238 STONYBROOK RD,Louisville,TN,37777,,,$1761,$1761
TERILLIUMINCMECH_GP,TERILLIUM INC.,201 EAST FIFTH STREET,Cincinnati,OH,45202,$14515,,,$14515
TERREXMECH_GP,Terrex Development & Construction,3200 Madison Rd,Cincinnati,OH,45209,$1367396,,,$1367396
CN992182SERV_GP,TERRY BLISS,400 PIKE STREET,Cincinnati,OH,45202,$7220,,,$7220
CN992135SERV_GP,TGT TRANSPORTATION,2780 EARHART COURT,Hebron,KY,41048,,,$5949,$5949
TGTMECH_GP,TGT TRANSPORTATION,2780 EARHART COURT,Hebron,KY,41048,$2482,,,$2482
THALER MACHINEMECH_GP,THALER MACHINE,216 TAHLEQUAH TRAIL,SPRINGBORO,OH,45066,$57816,,,$57816
DY991001SERV_GP,THE AZEK COMPANY,575 LOWES DR,WILMINGTON,OH,45177,$1853382,$1338936,$278714,$3471032
CN992113SERV_GP,THE BENISON,PO BOX 1180,HAMILTON,OH,45012,,,$3300,$3300
NV15005SERV_GP,THE BRIDGE AT HICKORY WOODS,4220 MURFREESBORO PIKE,ANTIOCH,TN,37013,,$44544,$32012,$76556
THEBRISTOLGROUPMECH_GP,THE BRISTOL GROUP,1115 DELAWARE AVE,LEXINGTON,KY,40505,$623630,,,$623630
CN992234SERV_GP,THE C.W. ZUMBIEL COMPANY,2100 GATEWAY BLVD,Hebron,KY,41048,,,$64006,$64006
NV00123SERV_GP,THE CHOP HOUSE HENDERSONVILLE,200 ANDERSON LN,Hendersonville,TN,37075,,$11416,$8151,$19567
NV00124SERV_GP,THE CHOP HOUSE MURFREESBORO,541 N THOMPSON LN,MURFREESBORO,TN,37129,,$9068,$2369,$11437
CN991319SERV_GP,THE CHRIST HOSPITAL,2139 AUBURN AVENUE,Cincinnati,OH,45219,,$26172,$5128,$31300
THE COMMUNITYMECH_GP,The Community Builders,1014 Vine St,"Cincinnati,",OH,45202,$9409,,,$9409
DENNIS GROUPMECH_GP,"THE DENNIS GROUP, LLC",1391 MAIN STREET,Springfield,MA,01103,$173374,,,$173374
CN991853SERV_GP,THE EQUITY GROUP FIVE,P.O. BOX 43526,Cincinnati,OH,45243,,$78196,$0,$78196
CN991019SERV_GP,THE EQUITY GROUP FOUR,P.O. BOX 43526,Cincinnati,OH,45243,$35000,$87248,$3039,$125287
THEESCAPEGAMEMECH_GP,THE ESCAPE GAME,508 EAST IRIS DRIVE,NASHVILLE,TN,37204,$2027,,,$2027
TN991256SERV_GP,THE EW SCRIPPS CO,PO BOX 5610,Cincinnati,OH,45201,,$7087,$6862,$13949
IN990173SERV_GP,THE FORUM AT THE CROSSING,8505 WOODFIELD BLVD,Indianapolis,IN,46240,,$1731,,$1731
LV990534SERV_GP,THE GENTRY AT HURSTBORNE,9500 WILLIAMSBURG PLZ,Louisville,KY,40222,,,$2328,$2328
LX990416SERV_GP,THE HEARING AND SPEECH CENTER,350 HENRY CLAY BLVD,LEXINGTON,KY,40502,$425163,$27132,$36241,$488536
LX990390SERV_GP,THE HOMEPLACE AT MIDWAY,101 SEXTON WAY,MIDWAY,KY,40347,$29101,$29278,$23590,$81969
WV990298SERV_GP,THE HT HACKNEY CO. WV,PO BOX 125,MILTON,WV,23541-0125,$11822,$15369,$7102,$34293
THE INDOOR TENNMECH_GP,THE INDOOR TENNIS CLUB,7200  SHAWNEE RUN ROAD,Cincinnati,OH,45243,$7349,,,$7349
CN992094SERV_GP,THE INTERNET OF TEAM LLC,900 OLD AUSTIN HUTTON RD,PFLUGERVILLE,TX,78660,$27784,,,$27784
LV990354SERV_GP,THE LEASING GROUP,130 ST MATTHEWS AVE,Louisville,KY,40207,,,$422,$422
CN992319SERV_GP,THE MACOMB GROUP,6600 15 MILE ROAD,STERLING HEIGHTS,MI,48312,,$1500,$3943,$5443
NV15031SERV_GP,THE MADISON FARM,100 ACADEMY RD,MADISON,TN,37115,,,$685,$685
NV15026SERV_GP,THE MARTIN BROWER COMPANY LLC,6250 NORTH RIVER RD STE 9000,ROSEMONT,IL,60018,$8817,$57904,$62039,$128760
CN992270SERV_GP,THE MIDWEST SEA SALT COMPANY,8694 RITE TRACK WAY,WEST CHESTER,OH,45069,,$6270,$0,$6270
CN992232SERV_GP,THE OAKS CHURCH,6969 MONTGOMERY ROAD,Cincinnati,OH,45236,,,$7868,$7868
LX990170SERV_GP,THE PAIN TREATMENT CENTER,280 PASADENA DR,LEXINGTON,KY,40503,,$28532,$45882,$74414
THEPETERSONCOMECH_GP,"THE PETERSON COMPANY, LLC",7132 ZIONSVILLE ROAD,Indianapolis,IN,46268,$439333,,,$439333
CN992308SERV_GP,THE PICKLE LODGE,7373 KINGSGATE WAY,WEST CHESTER,OH,45069,,,$1288,$1288
TN992063SERV_GP,THE POINTE AT LIFESPRING,4371 LIFESPRING LANE,KNOXVILLE,TN,37918,,$21248,$29018,$50266
CN990659SERV_GP,THE PROCTOR & GAMBLE COMPANY,131 PROGRESS PLACE,SPRINGDALE,OH,45246,$42311,$83275,$52706,$178292
LV990467SERV_GP,THE REED CONTRACTING GROUP LLC,1400 MAIN ST STE 161,CLARKSVILLE,IN,47129,$171945,,,$171945
REGENCYMECH_GP,The Regency,2444 Madison Rd,Cincinnati,OH,45208,$252006,,,$252006
NV00163SERV_GP,THE SIMPLE GRILL,901 ROCK SPRINGS  RD,SMYRNA,TN,37167,,,$904,$904
NV00051SERV_GP,THE SIMPSON ORGANIZATION,736 MARKET STREET,CHATTANOOGA,TN,37402,$86500,$92341,$68522,$247363
LV990512SERV_GP,THE SPRINGS AT OLDHAM RESERVE,2000 EAST PEAK ROAD,LA GRANGE,KY,40031,$10200,$10912,$22829,$43941
LX990347SERV_GP,THE SQUARE,401 W MAIN ST,LEXINGTON,KY,40507,,,$844,$844
IN990359SERV_GP,THE STRATFORD,2460 GLEBE ST,CARMEL,IN,46032,,$3098,,$3098
CN992219SERV_GP,THE SUMMIT HOTEL CINCINNATI,5345 MEDPACE WAY,Cincinnati,OH,45227,$30184,,,$30184
CN992022SERV_GP,THE TARGET GROUP,110 BOGGS LN,Cincinnati,OH,45246,,,$17371,$17371
TN991982SERV_GP,THE TENNESSEAN HOA - BILLING,PO BOX 2568,KNOXVILLE,TN,37901,,$35439,$17364,$52803
LX990384SERV_GP,THE WALKER COMPANY,200 APPERSON HEIGHTS SUITE 200,MT. STERLING,KY,40353,$15090,,$5794,$20884
WV990176SERV_GP,THE WINE SHOP,800 SMITH ST #900,Charleston,WV,25301,,$9768,$8676,$18444
CN992311SERV_GP,THERMAL CARE INC C/O PGNA INC,455 ALLEGHENY BLVD,Franklin,PA,16323,,,$5766,$5766
THERMA-TRON-XMECH_GP,"THERMA-TRON-X, INC",1155 S NEENAH AVE,STURGEON BAY,WI,54235,$22548,,,$22548
CN992115SERV_GP,THIRD EYE BREWING COMPANY,11276 CHESTER ROAD,Cincinnati,OH,45246,,,$2221,$2221
LX990439SERV_GP,THIRD ROCK CONSULTANTS LLC,2526 REGENCY RD STE 180,LEXINGTON,KY,40503,,$3494,$3933,$7427
THOMA & SUTTONMECH_GP,THOMA & SUTTON CORPORATION OFC,2130 OSTERFELD ST,Cincinnati,OH,45214,$957,,,$957
THOMA & MARKERMECH_GP,Thomas & Marker Construction Co.,PO Box 250,"Bellefontaine,",OH,43311-0250,$49752,,,$49752
LX990472SERV_GP,THOMAS CLARK SOLUTIONS LLC,1221 BOWERS ST #433,BIRMINGHAM,MI,48012,,$10932,$13134,$24065
