Master Customer Name,Master Customer Name Canonical,Industrial Group,Industrial Group Source,Industry Detail,Industry Detail Source,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Support Category Source,Company Website,Company Website Source,Company Logo URL,Company Logo URL Source,Company Logo URL (Apistemic),Company Logo URL (Apistemic) Source,Company Logo URL (Logo.dev),Company Logo URL (Logo.dev) Source,Enrichment Status,Enrichment Rationale,IsMerge,MergeGroupSize
Piramal Pharma Solutions,PIRAMAL PHARMA SOLUTIONS,Manufacturing,Master Override,Pharmaceutical manufacturing,Master Override,3254,3254,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3254,Pharmaceutical and Medicine Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,piramalpharmasolutions.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:piramalpharmasolutions.com,Computed from Company Website,https://img.logo.dev/piramalpharmasolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pitt and Frank,PITT AND FRANK,Commercial Services,Master Override,Real Estate Legal Services,Master Override,541110,541110,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5411,Legal Services,54111,Offices of Lawyers,541110,Offices of Lawyers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,pittandfrank.com,Master Override,,,https://logos-api.apistemic.com/domain:pittandfrank.com,Computed from Company Website,https://img.logo.dev/pittandfrank.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Planet Xchange,PLANET XCHANGE,Commercial Services,Master Override,Resale Retail / Clothing,Master Override,448140,448140,Master Override,44-45,Retail Trade,448,,4481,,44814,,448140,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,planetxchange.com,Master Override,,,https://logos-api.apistemic.com/domain:planetxchange.com,Computed from Company Website,https://img.logo.dev/planetxchange.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Plastic Surgery Institute,PLASTIC SURGERY INSTITUTE,Healthcare / Senior Living,Segmentation Logic,Physician Office (Plastic Surgery),Verified Enrichment,621111,621111,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,62111,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,daytonplasticsurgery.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:daytonplasticsurgery.com,Computed from Company Website,https://img.logo.dev/daytonplasticsurgery.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Plum Creek Christian Church,PLUM CREEK CHRISTIAN CHURCH,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,plumcreek.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:plumcreek.org,Computed from Company Website,https://img.logo.dev/plumcreek.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Plumb Tech Services,PLUMB TECH SERVICES,Construction,Master Override,Plumbing contractor,Master Override,2382,2382,Master Override,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,,,,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,Master Override,,,,,,,,,Verified,,FALSE,1
Plumbers Supply,PLUMBERS SUPPLY,Commercial Services,Master Override,Plumbing wholesale,Master Override,4237,4237,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,plumberssupplyco.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:plumberssupplyco.com,Computed from Company Website,https://img.logo.dev/plumberssupplyco.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pnc Bank,PNC BANK,Financial Services,Segmentation Logic,Commercial Banking,Verified Enrichment,522110,522110,Verified Enrichment,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5221,Depository Credit Intermediation,52211,Commercial Banking,522110,Commercial Banking,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,pnc.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pnc.com,Computed from Company Website,https://img.logo.dev/pnc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,TRUE,3
Pnk Ohio Dba Belterra Park,PNK OHIO DBA BELTERRA PARK,Commercial Services,Master Override,Casino/Entertainment,Master Override,713210,713210,Master Override,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7132,Gambling Industries,71321,Casinos (except Casino Hotels),713210,Casinos (except Casino Hotels),AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,belterrapark.boydgaming.com,Master Override,,,https://logos-api.apistemic.com/domain:belterrapark.boydgaming.com,Computed from Company Website,https://img.logo.dev/belterrapark.boydgaming.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Point Blank Range and Gunshop,POINT BLANK RANGE AND GUNSHOP,Commercial Services,Master Override,Retail/entertainment (range),Master Override,7139,7139,Master Override,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7139,Other Amusement and Recreation Industries,,,,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,Master Override,rangeusa.com,Approved Website,,,https://logos-api.apistemic.com/domain:rangeusa.com,Computed from Company Website,https://img.logo.dev/rangeusa.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,3
Pointe at Lifespring,POINTE AT LIFESPRING,Healthcare / Senior Living,Master Override,Senior Living Community,Master Override,623312,623312,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,pointeatlifespring.com,Master Override,,,https://logos-api.apistemic.com/domain:pointeatlifespring.com,Computed from Company Website,https://img.logo.dev/pointeatlifespring.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Polymer Shapes,POLYMER SHAPES,Manufacturing,Master Override,Plastics distribution/manufacturing,Master Override,3261,3261,Master Override,31-33,Manufacturing,326,Plastics and Rubber Products Manufacturing,3261,Plastics Product Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,polymershapes.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:polymershapes.com,Computed from Company Website,https://img.logo.dev/polymershapes.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pond Charlie,POND CHARLIE,Individual / Misc,Segmentation Logic,,,,,,,,,,,,,,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Pond, Charlie')",,,,,,,,,,,Deferred,,FALSE,1
Portable Air and Power,PORTABLE AIR AND POWER,Utilities,Segmentation Logic,Equipment Rental,Verified Enrichment,532490,532490,Verified Enrichment,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,portableairandpower.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:portableairandpower.com,Computed from Company Website,https://img.logo.dev/portableairandpower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Porter Memorial Baptist Church,PORTER MEMORIAL BAPTIST CHURCH,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,portermemorial.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:portermemorial.org,Computed from Company Website,https://img.logo.dev/portermemorial.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Post Glover Resistors,POST GLOVER RESISTORS,Manufacturing,Master Override,Electronic components,Master Override,3344,3344,Master Override,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,postglover.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:postglover.com,Computed from Company Website,https://img.logo.dev/postglover.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Powell County Fiscal Court,POWELL COUNTY FISCAL COURT,Municipal / Local Government,Master Override,Local Government,Master Override,921110,921110,Master Override,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,powellcountyky.us,Master Override,https://stgreen.blob.core.windows.net/logos/POWELL_COUNTY_FISCAL_COURT.png,Master Logos,https://logos-api.apistemic.com/domain:powellcountyky.us,Computed from Company Website,https://img.logo.dev/powellcountyky.us?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Powerhouse Now Central Region,POWERHOUSE NOW CENTRAL REGION,Commercial Services,Master Override,Facilities Maintenance / Rollouts,Master Override,561210,561210,Master Override,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5612,Facilities Support Services,56121,Facilities Support Services,561210,Facilities Support Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,powerhousenow.com,Master Override,,,https://logos-api.apistemic.com/domain:powerhousenow.com,Computed from Company Website,https://img.logo.dev/powerhousenow.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Powerschool Group,POWERSCHOOL GROUP,Commercial Services,Master Override,Education software,Master Override,5112,5112,Master Override,51,Information,511,,5112,,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,powerschool.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:powerschool.com,Computed from Company Website,https://img.logo.dev/powerschool.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ppa Castle Creek I and II LP,PPA CASTLE CREEK I AND II LP,Commercial Real Estate,Master Override,Property entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,castlepointapartments.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:castlepointapartments.com,Computed from Company Website,https://img.logo.dev/castlepointapartments.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pratt Industries,PRATT INDUSTRIES,Manufacturing,Master Override,Packaging Mfg,Master Override,322211,322211,Master Override,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,prattindustries.com,Master Override,,,https://logos-api.apistemic.com/domain:prattindustries.com,Computed from Company Website,https://img.logo.dev/prattindustries.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Precedent Lakeside Acquisitions,PRECEDENT LAKESIDE ACQUISITIONS,Commercial Real Estate,Master Override,Property acquisition entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,strategiccapitalpartners.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:strategiccapitalpartners.com,Computed from Company Website,https://img.logo.dev/strategiccapitalpartners.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Precise Tooling Solutions,PRECISE TOOLING SOLUTIONS,Manufacturing,Master Override,Tooling / machining,Master Override,3327,3327,Master Override,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,precisetooling.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:precisetooling.com,Computed from Company Website,https://img.logo.dev/precisetooling.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Precision Construction Management,PRECISION CONSTRUCTION MANAGEMENT,Construction,Master Override,Construction Management,Master Override,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,pcm-epc.com,Master Override,,,https://logos-api.apistemic.com/domain:pcm-epc.com,Computed from Company Website,https://img.logo.dev/pcm-epc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
