Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
CN992141SERV_GP,Wayfair Florence,Wayfair Florence,WAYFAIR FLORENCE,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991034SERV_GP,Wayfair Groveport,Wayfair Groveport,WAYFAIR GROVEPORT,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992140SERV_GP,Wayfair Hebron,Wayfair Hebron,WAYFAIR HEBRON,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990412SERV_GP,Wayfair Louisville,Wayfair Louisville,WAYFAIR LOUISVILLE,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992038SERV_GP,Wayfair West Chester,Wayfair West Chester,WAYFAIR WEST CHESTER,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WAYFAIRMECH_GP,"Wayfair, Llc",Wayfair,WAYFAIR,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
WAYNE COUNTYMECH_GP,Wayne County Government,Wayne County Government,WAYNE COUNTY GOVERNMENT,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,waynecountytn.gov,https://stgreen.blob.core.windows.net/logos/WAYNE_COUNTY_GOVERNMENT.png,https://logos-api.apistemic.com/domain:waynecountytn.gov,https://img.logo.dev/waynecountytn.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
NV00162SERV_GP,We O'Neil Construction Co Of Tennessee,We Oneil Construction,WE ONEIL CONSTRUCTION,Construction,Commercial Construction,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,weoneil.com,,https://logos-api.apistemic.com/domain:weoneil.com,https://img.logo.dev/weoneil.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992223SERV_GP,Webb School Of Knoxville,Webb School of Knoxville,WEBB SCHOOL OF KNOXVILLE,Private Schools (K–12),Private school,611110,611110,Master Override,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,Rule-Based,Final,High,Verified enrichment updated: Company Website,,webbschool.org,,https://logos-api.apistemic.com/domain:webbschool.org,https://img.logo.dev/webbschool.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WEBER HUFFMECH_GP,"Weber Huff, Inc.",Weber Huff,WEBER HUFF,Construction,Commercial Construction,236,236,Master Override,23,Construction,236,Construction of Buildings,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,weberhuff.com,,https://logos-api.apistemic.com/domain:weberhuff.com,https://img.logo.dev/weberhuff.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
WEBSTER WESTMECH_GP,Webster West Packaging,Webster West Packaging,WEBSTER WEST PACKAGING,Manufacturing,Corrugated Container Mfg,322211,322211,Verified Enrichment,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,akers-pkg.com,,https://logos-api.apistemic.com/domain:akers-pkg.com,https://img.logo.dev/akers-pkg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
NV15066SERV_GP,Wei-Chuan Usa Inc,Weichuan USA,WEICHUAN USA,Manufacturing,Industrial Automation Components,333,333,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,weichuanusa.com,,https://logos-api.apistemic.com/domain:weichuanusa.com,https://img.logo.dev/weichuanusa.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992249SERV_GP,Welltower,Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991761SERV_GP,Welltower,Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992044SERV_GP,Welltower Inc,Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990266SERV_GP,Welltower Inc - Bu#39040101,Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992161SERV_GP,Welltower Om Group Llc C/O Meadows & Ohly Llc,Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY990969SERV_GP,"Welltower, Inc",Welltower,WELLTOWER,Commercial Real Estate,Healthcare REIT,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,welltower.com,,https://logos-api.apistemic.com/domain:welltower.com,https://img.logo.dev/welltower.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX980031SERV_GP,Wesbanco Bank Inc,Wesbanco Bank,WESBANCO BANK,Financial Services,Commercial Banking,522110,522110,Verified Enrichment,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5221,Depository Credit Intermediation,52211,Commercial Banking,522110,Commercial Banking,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,wesbanco.com,,https://logos-api.apistemic.com/domain:wesbanco.com,https://img.logo.dev/wesbanco.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN950224SERV_GP,Wesley Foundation,Wesley Foundation,WESLEY FOUNDATION,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,utkwesleyfoundation.org,,https://logos-api.apistemic.com/domain:utkwesleyfoundation.org,https://img.logo.dev/utkwesleyfoundation.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990319SERV_GP,Wesley Village,Wesley Village,WESLEY VILLAGE,Healthcare / Senior Living,Senior living,623312,623312,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,Heuristic,Final,High,Verified enrichment updated: Company Website,,wvillage.org,,https://logos-api.apistemic.com/domain:wvillage.org,https://img.logo.dev/wvillage.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WESLEY VILLAGEMECH_GP,Wesley Village,Wesley Village,WESLEY VILLAGE,Healthcare / Senior Living,Senior living,623312,623312,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,Heuristic,Final,High,Verified enrichment updated: Company Website,,wvillage.org,,https://logos-api.apistemic.com/domain:wvillage.org,https://img.logo.dev/wvillage.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
WEST CHESTER TWMECH_GP,West Chester Township,West Chester Township,WEST CHESTER TOWNSHIP,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,westchesteroh.org,,https://logos-api.apistemic.com/domain:westchesteroh.org,https://img.logo.dev/westchesteroh.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN991448SERV_GP,West Chester Veterinary Care,West Chester Veterinary Care,WEST CHESTER VETERINARY CARE,Healthcare / Senior Living,Veterinary Services,541940,541940,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,westchesterveterinarycare.com,,https://logos-api.apistemic.com/domain:westchesterveterinarycare.com,https://img.logo.dev/westchesterveterinarycare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992264SERV_GP,West High St Investments Llc,West High St Investments,WEST HIGH ST INVESTMENTS,Commercial Real Estate,Property investment,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,,,,SERV_GP
TN991452SERV_GP,West Towne Christian Church,West Towne Christian Church,WEST TOWNE CHRISTIAN CHURCH,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,followjesus.org,,https://logos-api.apistemic.com/domain:followjesus.org,https://img.logo.dev/followjesus.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WV990106SERV_GP,West Virginia Commercial Real Estate,West Virginia Commercial Real Estate,WEST VIRGINIA COMMERCIAL REAL ESTATE,Commercial Real Estate,Commercial Real Estate Brokerage,531210,531210,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,53121,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,wv-commercial.com,,https://logos-api.apistemic.com/domain:wv-commercial.com,https://img.logo.dev/wv-commercial.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN950014SERV_GP,Western & Southern Life Insurance Company,Western and Southern Life Insurance,WESTERN AND SOUTHERN LIFE INSURANCE,Financial Services,Life Insurance Carrier,524113,524113,Verified Enrichment,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52411,"Direct Life, Health, and Medical Insurance Carriers",524113,Direct Life Insurance Carriers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,westernsouthern.com,,https://logos-api.apistemic.com/domain:westernsouthern.com,https://img.logo.dev/westernsouthern.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990406SERV_GP,Western Governors University,Western Governors University,WESTERN GOVERNORS UNIVERSITY,University / College,Private University (Online),611310,611310,Verified Enrichment,61,Educational Services,611,Educational Services,6113,"Colleges, Universities, and Professional Schools",61131,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,wgu.edu,,https://logos-api.apistemic.com/domain:wgu.edu,https://img.logo.dev/wgu.edu?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990437SERV_GP,Western Plaza Llc (Thompson Thrift),Western Plaza Thompson Thrift,WESTERN PLAZA THOMPSON THRIFT,Commercial Real Estate,Shopping center ownership,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,,,,SERV_GP
