CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
TN992086,TN992086SERV_GP,TIGER CLAW,KNOXVILLE      ,5613 N BROADWAY,,,KNOXVILLE,TN,37918,86568710000000,Net 30               ,5/2/2022 0:00,1/30/2023 0:00
IN990239,IN990239SERV_GP,"TILLER REALTY LLC., C/O CUSHMAN & WAKEFIELD",INDIANAPOLIS   ,501 PENNSYLVANIA PARKWAY,SUITE 185,,INDIANAPOLIS,IN,46280,31763363200000,Net 30               ,10/7/2016 0:00,1/26/2021 0:00
TN991967,TN991967SERV_GP,"TILLMAN COMPANIES, LLC",KNOXVILLE      ,117 CENTER PARK DRIVE #111,,,KNOXVILLE,TN,37922,86547041640000,Net 30               ,8/21/2019 0:00,1/30/2023 0:00
NV00040,NV00040SERV_GP,TIM CALHOUN,NASHVILLE      ,2631 RAGDALE RD,,,MANCHESTER,TN,37355,61560576400000,Net 30               ,9/29/2017 0:00,9/29/2017 0:00
CN990263,CN990263SERV_GP,TIM LOFTUS,CINCINNATI     ,9718 LEACREST,,,WYOMING,OH,45215,51360857020000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990673,CN990673SERV_GP,TIMBER GLEN APARTMENTS,CINCINNATI     ,4486 TIMBER GLEN DRIVE,APT 8,,BATAVIA,OH,45103,51375350500000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991596,CN991596SERV_GP,TIME EQUITIES INC,DAYTON         ,3100 RESEARCH BLVD.,,,KETTERING,OH,45420,93725311303592,                     ,7/23/2014 0:00,1/26/2021 0:00
LV990053,LV990053SERV_GP,TIME WARNER TELECOM,LOUISVILLE     ,ACCOUNTS PAYABLE,2350 BALL DRIVE,,SAINT LOUIS,MO,63146,31481015150000,Net 30               ,2/21/2007 0:00,11/26/2012 0:00
LX990072,LX990072SERV_GP,TIME WARNER TELECOM,LEXINGTON      ,ACCOUNTS PAYABLE,2350 BALL DRIVE,,SAINT LOUIS,MO,63146,31481015120000,Net 30               ,12/5/2006 0:00,11/26/2012 0:00
TN960650,TN960650SERV_GP,TIMET,KNOXVILLE      ,P.O. BOX 2700,,,HENDERSON,NV,89009,70256644110000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
350,350SERV_QUAD,Timken,,,,,,,,,,,
TN000201,TN000201SERV_GP,TIMKEN/RAIL BEARING,KNOXVILLE      ,2122 HOLSTON BEND DRIVE,,,MASCOT,TN,,86593258000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
CN991274,CN991274SERV_GP,TINA FEGHALI,CINCINNATI     ,1241 MARTIN DRIVE,,,CINCINNATI,OH,45202,51372156600000,Net 30               ,4/9/2010 0:00,1/26/2021 0:00
TF990000,TF990000SERV_GP,TIPPECANOE SCHOOL CORPORATION,CFS            ,20  ELSTON RD,,,LAFAYETTE,IN,47909,76527101360000,Net 30               ,4/2/2024 0:00,11/25/2024 0:00
TIPPMANN,TIPPMANNMECH_GP,Tippmann Construction,COMMERCIAL     ,9009 Coldwater Road,,,Ft. Wayne,IN,46825,00000000000000,Net 10               ,1/10/2002 0:00,1/10/2002 0:00
IN990078,IN990078SERV_GP,TIPTON COUNTY COURTHOUSE,INDIANAPOLIS   ,101 EAST JEFFERSON STREET,,,TIPTON,IN,46072,31737605980000,Net 30               ,4/16/2009 0:00,10/6/2023 0:00
TIPT,TIPTMECH_GP,TIPTON INTEREST INC,COMMERCIAL     ,6281 TRI-RIDGE BLVD,SUITE# 180,,LOVELAND,OH,45140,00000000000000,Net 10               ,12/6/1999 0:00,6/18/2025 0:00
CN990421,CN990421SERV_GP,TIPTON INTERESTS,CINCINNATI     ,6279 TRIRIDGE BLVD,,,LOVELAND,OH,45140,51357600600000,Net 30               ,10/6/2004 0:00,9/22/2023 0:00
IN990365,IN990365SERV_GP,TIPTON MILLS FOODS LLC,INDIANAPOLIS   ,835 S MAPLETON ST,,,COLUMBUS,IN,47201,81564177970000,Net 30               ,6/8/2020 0:00,4/18/2023 0:00
TN000504,TN000504SERV_GP,TITAN DISTRIBUTING INC,KNOXVILLE      ,121 CENTRE STAGE ROAD,,,CLINTON,TN,37716,86545758000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
IN980011,IN980011SERV_GP,TITAN INDEMNITY COMPANY,INDIANAPOLIS   ,P O BOX 659792 2700 N.E. LOOP,,,SAN ANTONIO,TX,,80034747400000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN992297,CN992297SERV_GP,TITLE BOXING CLUB,CINCINNATI     ,2316 PINNACLE COURT,,,HEBRON,KY,41048,51354332650000,Net 30               ,7/8/2024 0:00,7/8/2024 0:00
TN991299,TN991299SERV_GP,TJ DEVELOPMENT,NASHVILLE      ,PO BOX 50215,,,KNOXVILLE,TN,37950,86533000130000,Net 30               ,12/16/2009 0:00,11/15/2016 0:00
LX990382,LX990382SERV_GP,TJH CONSTRUCTION COMPANY,LEXINGTON      ,836 EUCLID AVE #320,,,LEXINGTON,KY,40502,85950920580000,Net 30               ,6/2/2021 0:00,6/2/2021 0:00
WV200101,WV200101SERV_GP,TJX COMPANIES,WEST VIRGINIA  ,ENERGY MANAGEMENT DEPARTMENT 7,,,FRAMINGHAM,MA,01701,00000000000000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
IN990368,IN990368SERV_GP,TKO GRAPHIX,INDIANAPOLIS   ,2751 STAFFORD RD,,,PLAINFIELD,IN,46168,31737019470000,Net 30               ,8/12/2020 0:00,1/28/2021 0:00
CN992060,CN992060SERV_GP,TLG PETERBILT,CINCINNATI     ,2550 ANNUITY DR,,,CINCINNATI,OH,45241,40427775140000,Net 30               ,2/17/2020 0:00,10/24/2023 0:00
IN990517,IN990517SERV_GP,TLP 117 COLLINS LLC,INDIANAPOLIS   ,17W635 BUTTERFIELD ROAD,SUITE 100,,OAKBROOK TERRACE,IL,60181,63093016090000,Net 30               ,11/11/2025 0:00,11/11/2025 0:00
TN991825,TN991825SERV_GP,T-MOBILE CALL CENTER,KNOXVILLE      ,6730 CUSTOMER DELIGHT DR,,,CHATTANOOGA,TN,37421,42360541410000,Net 30               ,11/18/2016 0:00,1/30/2023 0:00
TN991811,TN991811SERV_GP,TN MEDICAL PROPERTIES,KNOXVILLE      ,PO BOX 308,,,WARTBURG,TN,37887,42334655660000,Net 30               ,8/2/2016 0:00,1/30/2023 0:00
LV990503,LV990503SERV_GP,TOBY WRIGHT,LOUISVILLE     ,209 CAPTAIN FRANK ROAD,,,NEW ALBANY,IN,47150,50264079030000,Net 30               ,5/10/2024 0:00,5/10/2024 0:00
CN991446,CN991446SERV_GP,TODD ALBRECHT,CINCINNATI     ,2451 MADISON ROAD,,,CINCINNATI,OH,45208,51369370790000,Net 30               ,7/13/2012 0:00,1/26/2021 0:00
CN991808,CN991808SERV_GP,TODD LEE,CINCINNATI     ,6080 GLEN VIEW,,,MASON,OH,45040,51367398280000,Net 30               ,5/2/2016 0:00,1/26/2021 0:00
CN990256,CN990256SERV_GP,TODD MAVIS,CINCINNATI     ,5658 STILLWELL-BECKETT RD,,,OXFORD,OH,45056,51346965000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991077,CN991077SERV_GP,TODD NELSON CHRYSLER,CINCINNATI     ,SERVICE MANAGER,2279 HIGHWAY 227,,CARROLLTON,KY,41008,80037491480000,Net 30               ,12/4/2007 0:00,1/26/2021 0:00
CN990207,CN990207SERV_GP,TODD PROPERTIES,CINCINNATI     ,9650 CINCINNATI-COLUMBUS RD,,,CINCINNATI,OH,45241,51377700510000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991417,TN991417SERV_GP,"TOHO TENAX AMERICA, INC",KNOXVILLE      ,121 CARDIFF VALLEY RD,,,ROCKWOOD,TN,37854,8.65E+19,Net 30               ,11/1/2012 0:00,1/30/2023 0:00
LX990043,LX990043SERV_GP,TOKICO (USA) INC.,LEXINGTON      ,301 MAYDE RD.,,,BEREA,KY,40403,85998623590000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN980002,IN980002SERV_GP,TOLIN MECHANICAL SYSTEMS CO.,INDIANAPOLIS   ,12005 EAST 45TH AVENUE,,,DENVER,CO,,30345528250000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN992211,TN992211SERV_GP,TOLSMA LEGACY TRUST,KNOXVILLE      ,5312 TURTLE POINT LN,,,KNOXVILLE,TN,37919,86538530000000,Net 30               ,5/6/2025 0:00,5/6/2025 0:00
FL00051,FL00051SERV_GP,TOM BARROW,FLORIDA        ,6950 HIGHWAY AVENUE,SUITE 1,,JACKSONVILLE,FL,32254,,Net 30               ,6/7/2018 0:00,6/7/2018 0:00
TN991934,TN991934SERV_GP,TOM IRWIN,NASHVILLE      ,624 VALLEY HILL LANE,,,KNOXVILLE,TN,37922,86555871840000,Net 30               ,11/16/2018 0:00,11/16/2018 0:00
CN990965,CN990965SERV_GP,TOM RECHTIN HEATING AND AIR CONDITIONING,CINCINNATI     ,640 COLFAX,,,BELLEVUE,KY,41073,85926182690000,Net 30               ,4/20/2006 0:00,1/26/2021 0:00
CN990262,CN990262SERV_GP,TOM SMITH INDUSTRIES,CINCINNATI     ,500 SMITH DRIVE,,,CLAYTON,OH,45315,93783215550000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990262,DY990262SERV_GP,TOM SMITH INDUSTRIES,DAYTON         ,500 SMITH DRIVE,,,CLAYTON,OH,,93783215550000,                     ,10/6/2004 0:00,1/26/2021 0:00
"TOM SMITH, IND.","TOM SMITH, IND.MECH_GP","Tom Smith, Ind.",COMMERCIAL     ,500 Smith Rd.,,,Clayton,OH,45315,93783215550000,Net 10               ,8/9/2000 0:00,3/28/2001 0:00
LV960003,LV960003SERV_GP,TOM STINNETT R. V.,LOUISVILLE     ,560 KOPP LANE,,,CLARKSVILLE,IN,47129,81228277180000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990904,CN990904SERV_GP,TOMAK PRECISION,CINCINNATI     ,2600 HENKLE DRIVE,,,LEBANON,OH,45036,51393279410000,Net 30               ,7/13/2005 0:00,1/26/2021 0:00
CN990349,CN990349SERV_GP,TOMSON STEEL,CINCINNATI     ,P.O. BOX 940,,,MIDDLETOWN,OH,45042,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990349,DY990349SERV_GP,TOMSON STEEL,DAYTON         ,P.O. BOX 940,,,MIDDLETOWN,OH,,51342086000000,                     ,10/6/2004 0:00,1/26/2021 0:00
IN990399,IN990399SERV_GP,TOMZ CORP,INDIANAPOLIS   ,47 EPISCOPAL RD,,,BERLIN,CT,06037,76557158008060,Net 30               ,10/18/2021 0:00,10/13/2022 0:00
TN000101,TN000101SERV_GP,TONY HOLLIN,KNOXVILLE      ,2207 BREAKWATER,,,KNOXVILLE,TN,37922,42367503330000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX990052,LX990052SERV_GP,TONY ROMA'S,LEXINGTON      ,161 LEXINGTON GREEN CIRCLE,,,LEXINGTON,KY,40503,85927275260000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV990041,LV990041SERV_GP,TONY ROMA'S,LOUISVILLE     ,150 NORTH HURSTBOURNE PARKWAY,,,LOUISVILLE,KY,40222,50232785000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN200004,IN200004SERV_GP,TONY ROMA'S,INDIANAPOLIS   ,6530 E. 82ND STREET,,,INDIANAPOLIS,IN,,31791515410000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN200621,TN200621SERV_GP,TONYA R WILLIS,KNOXVILLE      ,180 MARKETPLACE BLVD,ESTATE OF MARY FRANCE VANN,,KNOXVILLE,TN,37922,85925994450000,Net 30               ,9/7/2006 0:00,1/30/2023 0:00
PN1003,PN1003SERV_GP,TONYA RADER,INTERCOMPANY   ,,,,,,,,Net 30               ,2/23/2007 0:00,2/23/2007 0:00
TOO001,TOO001SERV_GP,Tool Smith,NASHVILLE      ,665 Massman Drive,,,Nashville,TN,37210,61588348330000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
48,48SERV_QUAD,ToolBank,,,,,,,,,,,
LX990363,LX990363SERV_GP,TOP SEED TENNIS CLUB,LEXINGTON      ,777 E BRANNON RD,,,NICHOLASVILLE,KY,40356,85953953520000,Net 30               ,9/13/2019 0:00,9/23/2022 0:00
IN990118,IN990118SERV_GP,TOP VALUE FABRICS,INDIANAPOLIS   ,401 WEST CARMEL DRIVE,,,CARMEL,IN,46032,31724987220000,Net 30               ,12/6/2011 0:00,1/26/2021 0:00
CN992272,CN992272SERV_GP,TOPGOLF,CINCINNATI     ,9568 WATER FRONT DRIVE,,,WEST CHESTER,OH,45069,51329852840000,Net 30               ,1/18/2024 0:00,1/18/2024 0:00
70,70SERV_QUAD,Topgolf Cincinnati,,,,,,,,,,,
14,14SERV_QUAD,Topgolf Nashville,,,,,,,,,,,
NV15040,NV15040SERV_GP,TOPGOLF NASHVILLE,NASHVILLE      ,500 COWAN STREET,,,NASHVILLE,TN,37207,46963877100000,Net 30               ,10/11/2023 0:00,10/19/2023 0:00
IN990026,IN990026SERV_GP,TOPICS NEWSPAPERS,INDIANAPOLIS   ,P O BOX 1478,,,NOBLESVILLE,IN,,31759863000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
91,91SERV_QUAD,Topre America Corporation,,,,,,,,,,,
114,114SERV_QUAD,Topre America Smyrna,,,,,,,,,,,
113,113SERV_QUAD,Topre America Smyrna Building 1,,,,,,,,,,,
TN992015,TN992015SERV_GP,TOPSIDE CONSTRUCTION - BILLING,KNOXVILLE      ,PO BOX 70267,,,KNOXVILLE,TN,37938-6267,86538875660000,Net 30               ,9/2/2020 0:00,1/30/2023 0:00
TN992023,TN992023SERV_GP,TOPURA AMERICA FASTENER INC,NASHVILLE      ,1070 MONTEREY CT,,,BOWLING GREEN,KY,42101,27090116160000,Net 30               ,10/16/2020 0:00,10/16/2020 0:00
LX950048,LX950048SERV_GP,"TOPY AMERICA, INC.",LEXINGTON      ,980 CHENAULT RD,,,FRANKFORT,KY,40601,50268228090000,Net 30               ,10/12/2004 0:00,6/9/2025 0:00
TOSKA,TOSKAMECH_GP,Tosca Ltd.,COMMERCIAL     ,PO Box 8127,,,Green Bay,WI,54308-8127,92071240060000,Net 10               ,9/5/2002 0:00,1/23/2003 0:00
CN990606,CN990606SERV_GP,TOSCA UNLIMITED,CINCINNATI     ,1032 BAY BEACH ROAD,,,GREENBAY,WI,54308,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN950212,CN950212SERV_GP,TOSHIBA AMERICAN MEDICAL,CINCINNATI     ,2100 EAST GOLF ROAD,,,ROLLING MEADOWS,IL,60008,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN950114,CN950114SERV_GP,TOTAL CONTROL PRODUCTS,CINCINNATI     ,2001 NORTH JANICE AVENUE,,,MELROSE PARK,IL,60160,70834555000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991041,CN991041SERV_GP,TOTAL DISPLAY SOLUTIONS,CINCINNATI     ,1379 JAMIKE AVENUE,,,ERLANGER,KY,41018,85937200030000,Net 30               ,6/1/2007 0:00,1/26/2021 0:00
CN991995,CN991995SERV_GP,TOTAL FACILITY SERVICES,CINCINNATI     ,557 NORTHEAST 28TH COURT,,,POMPANO,FL,33064,40773828970000,Net 30               ,3/18/2019 0:00,1/26/2021 0:00
LX200101,LX200101SERV_GP,TOTAL PETROLEUM SERVICE CO.,LEXINGTON      ,ACCOUNTS PAYABLE,2421 WASHINGTON,,WASHINGTON,IL,61571,80032223050000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN991072,CN991072SERV_GP,"TOTAL RENAL CARE, INC.",CINCINNATI     ,10600 MCKINLEY DRIVE,,,CINCINNATI,OH,45242,81266265700000,Net 30               ,11/27/2007 0:00,1/26/2021 0:00
CN991954,CN991954SERV_GP,"TOTAL RESTORATION SOLUTIONS, LLC",CINCINNATI     ,5 N COMMERCE PARK DR,SUITE D,,CINCINNATI,OH,45215,93760865550000,Net 30               ,7/18/2018 0:00,4/15/2022 0:00
TN200320,TN200320SERV_GP,"TOTAL TRANSPORTATION OF MS, LLC",KNOXVILLE      ,125 RIVERVIEW DRIVE,,,RICHLAND,MS,39218,00000000000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LV980007,LV980007SERV_GP,TOWER AUTOMOTIVE,LOUISVILLE     ,850 WITHROW COURT,,,BARDSTOWN,KY,40004,50233141000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
NV15095,NV15095SERV_GP,TOWER CONDOMINIUMS C/O STANTON GROUP,NASHVILLE      ,PO BOX 993,,,BRENTWOOD,TN,37024,61592816350000,Net 30               ,7/1/2025 0:00,10/21/2025 0:00
CN991908,CN991908SERV_GP,TOWERVIEW APARTMENTS,CINCINNATI     ,5323 E KNOLL COURT,,,CINCINNATI,OH,45239,81258496910000,Net 30               ,1/3/2018 0:00,1/26/2021 0:00
LV990097,LV990097SERV_GP,TOWN & COUNTRY BANK AND TRUST COMPANY,LOUISVILLE     ,COO,P.O. BOX 305,,BARDSTOWN,KY,40004,50224839110000,Net 30               ,10/26/2009 0:00,10/26/2009 0:00
LV990443,LV990443SERV_GP,TOWN & COUNTRY FORD,LOUISVILLE     ,6015 PRESTON HWY,,,LOUISVILLE,KY,40219,50296481310000,Net 30               ,5/3/2022 0:00,5/3/2022 0:00
NV00171,NV00171SERV_GP,TOWN & COUNTRY INDUSTRIES,NASHVILLE      ,270 MASON RD,,,LA VERGNE,TN,37086,61533084010000,Net 30               ,1/24/2022 0:00,4/24/2024 0:00
LX990239,LX990239SERV_GP,TOWN AND COUNTRY BANK AND TRUST CO,LEXINGTON      ,201 N THIRD STREET,,,BARDSTOWN,KY,40004,50234839110000,Net 30               ,5/17/2012 0:00,5/17/2012 0:00
WV990143,WV990143SERV_GP,TOWN SQUARE BANK,WEST VIRGINIA  ,1500 CARTER AVENUE,,,ASHLAND,KY,41101,60632471960000,Net 30               ,2/4/2014 0:00,5/7/2024 0:00
LX990180,LX990180SERV_GP,TOWN SQUARE BANK,LEXINGTON      ,150 S. MAIN STREET,,,NICHOLASVILLE,KY,40356,85988182660000,Net 30               ,7/22/2010 0:00,7/22/2010 0:00
TOWNE BLVD CHUR,TOWNE BLVD CHURMECH_GP,TOWNE BLVD CHURCH OF GOD,COMMERCIAL     ,3722 TOWNE BLVD,,,FRANKLIN,OH,45005,51344210210000,Net 10               ,8/19/2009 0:00,12/11/2009 0:00
CN990799,CN990799SERV_GP,TOWNE MANAGEMENT,CINCINNATI     ,11340 MONTGOMERY ROAD,SUITE 202,,CINCINNATI,OH,45249,51348940550000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991067,CN991067SERV_GP,TOWNE PROP ASSET MGMNT COMPANY,CINCINNATI     ,11840C  KEMPER SPRINGS DRIVE,,,CINCINNATI,OH,45240,51387437370000,Net 30               ,10/4/2007 0:00,9/19/2023 0:00
CN990978,CN990978SERV_GP,TOWNE PROPERTIES,CINCINNATI     ,1101 ST GREGORY,SUITE 200,,CINCINNATI,OH,45202,51375129000000,Net 30               ,6/22/2006 0:00,1/26/2021 0:00
CN991178,CN991178SERV_GP,TOWNE PROPERTIES - PARK PLACE AT LYTLE,CINCINNATI     ,1055 ST PAUL PLACE,,,CINCINNATI,OH,45202,51391955720000,Net 30               ,4/27/2009 0:00,10/14/2024 0:00
124,124SERV_QUAD,TownePlace Suites,,,,,,,,,,,
TN992165,TN992165SERV_GP,TOWNEPLACE SUITES KNOXVILLE,KNOXVILLE      ,205 LANGLEY PLACE,,,KNOXVILLE,TN,37922,86569589860000,Net 30               ,4/22/2024 0:00,4/22/2024 0:00
NV00134,NV00134SERV_GP,TOYO AUTOMOTIVE PARTS USA INC,NASHVILLE      ,521 PAGE DR,,,FRANKLIN,KY,42134,27059841000000,Net 30               ,12/22/2020 0:00,7/22/2021 0:00
24,24SERV_QUAD,Toyo Seat,,,,,,,,,,,
WV990137,WV990137SERV_GP,TOYO SEAT,WEST VIRGINIA  ,112 TOYO DRIVE,,,FLEMINGSBURG,KY,41041,60684930090000,Net 30               ,8/7/2013 0:00,1/26/2021 0:00
WV200068,WV200068SERV_GP,TOYOTA,WEST VIRGINIA  ,P.O. BOX 600,,,BUFFALO,WV,25033,00000000000000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
TOYOTA,TOYOTAMECH_GP,Toyota,COMMERCIAL     ,4550 Creek Rd,,,Blue Ash,OH,45242,00000000000000,Net 10               ,6/28/2001 0:00,6/28/2001 0:00
CN990363,CN990363SERV_GP,TOYOTA - BLUE ASH,CINCINNATI     ,4550 CREEK ROAD,,,CINCINNATI,OH,45242,51374575700000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990428,CN990428SERV_GP,TOYOTA - ERSKINE,CINCINNATI     ,4501 ERSKINE ROAD SUITE 150,,,CINCINNATI,OH,45242,51398471000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990213,LX990213SERV_GP,TOYOTA BOSHOKU MANUFACTURING KENTUCKY,KNOXVILLE      ,200 FRANCIS MARION DRIVE,,,LEBANON,KY,40033,27969941160000,Net 30               ,7/7/2011 0:00,1/30/2023 0:00
IN040007,IN040007SERV_GP,TOYOTA INDUSTRIAL EQUIPMENT,INDIANAPOLIS   ,5555 INWOOD DRIVE,,,COLUMBUS,IN,,81234286250000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX000004,LX000004SERV_GP,TOYOTA MOTOR MANUFACTURING KY,LEXINGTON      ,1001 CHERRY BLOSSOM WAY,,,GEORGETOWN,KY,,50286820000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN200302,TN200302SERV_GP,TOYOTA TSUSHO,KNOXVILLE      ,1640 ROBERT JACKSON STREET,,,MARYVILLE,TN,37801,86571296120000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX000016,LX000016SERV_GP,TOYOTA TSUSHO AMERICA INC,LEXINGTON      ,702 TRIPORT ROAD,,,GEORGETOWN,KY,40324,85936121580000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN991893,TN991893SERV_GP,"TOYOTA TSUSHO NEXTY ELECTRONICS AMERICA, INC. (TTNEA)",KNOXVILLE      ,1640 ROBERT JACKSON ST,,,MARYVILLE,TN,37801,86521001410000,Net 30               ,3/28/2018 0:00,1/30/2023 0:00
CN991535,CN991535SERV_GP,TP MECHANICAL,CINCINNATI     ,1500 KEMPER DRIVE,,,CINCINNATI,OH,45240,51385188810000,Net 30               ,10/21/2013 0:00,12/20/2023 0:00
NV15027,NV15027SERV_GP,TPG PLASTICS LLC,NASHVILLE      ,101 ROBERT YOUNG BLVD,,,MURRAY,KY,42071,27056487070000,Net 30               ,1/3/2023 0:00,1/3/2023 0:00
LX000032,LX000032SERV_GP,TRACKOR SUPPLY COMPANY,LEXINGTON      ,1015 N. MAIN STREET,,,NICHOLASVILLE,KY,40356,85988791920000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
DY990321,DY990321SERV_GP,TRACTOR SUPPLY,DAYTON         ,610 ORCHARD LANE,,,BEAVERCREEK,OH,,00000000000000,                     ,10/6/2004 0:00,1/26/2021 0:00
DY990600,DY990600SERV_GP,TRACTOR SUPPLY - CLAYTON,DAYTON         ,7350 SALEM AVENUE,,,CLAYTON,OH,,93783234410000,                     ,10/6/2004 0:00,1/26/2021 0:00
NV15101,NV15101SERV_GP,TRACTOR SUPPLY COMPANY,NASHVILLE      ,100 RAINES DR,,,FRANKLIN,TN,42134,90382127230000,Net 30               ,8/15/2025 0:00,8/15/2025 0:00
CN990533,CN990533SERV_GP,TRACTOR SUPPLY COMPANY,CINCINNATI     ,P O BOX 17916,320 PLUS PARK BLVD,,NASHVILLE,TN,37217,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990254,LX990254SERV_GP,TRADE MARK INDUSTRIAL LLC,LEXINGTON      ,250 ROYAL OAK RD,,,CAMBRIDGE,ON,N3E OA4,85921301000000,Net 30               ,1/3/2013 0:00,1/3/2013 0:00
TRADELANE,TRADELANEMECH_GP,TRADELANE PROPERTIES,COMMERCIAL     ,2215 YORK ROAD,SUITE 405,,OAK BROOK,IL,60523,51340440470000,Net 10               ,9/20/2022 0:00,1/12/2023 0:00
CN992196,CN992196SERV_GP,TRADELANE PROPERTIES,CINCINNATI     ,9113 LE SAINT DRIVE,,,WEST CHESTER TOWNSHIP,OH,45014,51340440470000,Net 30               ,8/10/2022 0:00,11/19/2024 0:00
TRADEMARK,TRADEMARKMECH_GP,Trademark Properties,COMMERCIAL     ,5241 Springdale Drive,,,Cincinnati,OH,45251,,Net 10               ,5/13/2003 0:00,5/13/2003 0:00
DY990954,DY990954SERV_GP,"TRADEPORT BLDG 1, LP",DAYTON         ,3000 TURTLE CREEK BLVD,MAIL STOP H3E,,DALLAS,TX,75219,61432938390000,                     ,4/19/2018 0:00,1/26/2021 0:00
IN990126,IN990126SERV_GP,TRADERS POINT CHRISTIAN ACADEMY,INDIANAPOLIS   ,5770 WHITESTOWN PARKWAY,,,WHITESTOWN,IN,46075,31792230200000,Net 30               ,8/16/2012 0:00,12/4/2024 0:00
TRADESMEN,TRADESMENMECH_GP,Tradesmen International,COMMERCIAL     ,3478 Hauck Rd.,,,Cincinnati,OH,45241,,Net 10               ,8/18/2000 0:00,3/28/2001 0:00
LX950198,LX950198SERV_GP,TRAINOR LOIS,LEXINGTON      ,395 REDDING RD #91,,,LEXINGTON,KY,40514,85924528750000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN020009,IN020009SERV_GP,TRAMMEL CROW COMPANY,INDIANAPOLIS   ,785 AXP FINANCIAL CENTER,,,MINNEAPOLIS,MN,,61267170850000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991819,CN991819SERV_GP,TRANE,CINCINNATI     ,10300 SPRINGFIELD PIKE,,,CINCINNATI,OH,45215,51332624290000,Net 30               ,7/6/2016 0:00,1/26/2021 0:00
TRANE,TRANEMECH_GP,Trane,COMMERCIAL     ,10300 Springfield Pike,,,Cincinnati,OH,45215,00000000000000,Net 10               ,4/10/2000 0:00,4/11/2023 0:00
NV00052,NV00052SERV_GP,TRANE - LA CROSSE CLAIMS DEPT,NASHVILLE      ,3600 PAMMEL CREEK ROAD,,,LA CROSSE,WI,54601,60878739470000,Net 30               ,4/17/2018 0:00,4/17/2018 0:00
NV00069,NV00069SERV_GP,TRANE - TENNESSEE DISTRICT,NASHVILLE      ,601 GRASSMERE PARK DRIVE,,,NASHVILLE,TN,37211,61556594220000,Net 30               ,1/14/2019 0:00,1/14/2019 0:00
CN990836,CN990836SERV_GP,TRANE CARROLLTON,CINCINNATI     ,1400 VALWOOD PARKWAY,,,CARROLLTON,TX,75006,97240660810000,Net 30               ,10/22/2004 0:00,1/26/2021 0:00
TRANE CHI,TRANE CHIMECH_GP,Trane Chicago,COMMERCIAL     ,7100 S. Madison Street,,,Willowbrook,IL,60527,00000000000000,Net 10               ,9/22/2003 0:00,9/22/2003 0:00
CN991167,CN991167SERV_GP,TRANE COMMERCIAL SYSTEMS,LEXINGTON      ,10300 SPRINGFIELD PIKE,,,CINCINNATI,OH,45215,51377188840000,Net 30               ,6/3/2010 0:00,6/3/2010 0:00
TN960715,TN960715SERV_GP,TRANE COMPANY,KNOXVILLE      ,5220 S. MIDDLEBROOK PIKE,,,KNOXVILLE,TN,37921,86558806070000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
