Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
UHAUL,Commercial Services,Moving & storage,484210,Entity Inference,Final,,uhaul.com,Imported from Batch Process 1.md
UK CENTER FOR APPLIED ENERGY RESEARCH,Energy Services,Energy research institute,541715,Rule-Based,Final,,,Imported from Batch Process 1.md
UNIFIRST,Commercial Services,Uniform rental services,812332,Entity Inference,Final,,unifirst.com,Imported from Batch Process 1.md
UNION ODC BREP I,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
UNION STATION,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
UNIT BUILDING SERVICES,Construction,Building Construction Services,236,Heuristic (Name Match),Final,,,Imported from Batch 5.md
UNITED GROUP SERVICES,Commercial Services,Facility Services,561,Heuristic (Name Match),Final,,,Imported from Batch 5.md
UNITED SERVICES,Commercial Services,Commercial Services Provider,561,Heuristic (Ambiguous Name),Final,,,Imported from Batch 5.md
UNITED STATES COLD STORAGE,Commercial Services,Cold storage logistics,493120,Rule-Based,Final,,,Imported from Batch Process 1.md
UNIVERISTY TOWER,Commercial Real Estate,Property ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
UNIVERSAL TRANSPORTATION SYSTEMS,Commercial Services,Contract Transportation & Mobility Services,485,AI Analyst Research,Final,,[https://utsohio.com](https://utsohio.com),Imported from Batch 5.md
UNLIMITED SYSTEMS,Commercial Services,IT / Systems Integration,541,Heuristic (Name Match),Final,,,Imported from Batch 5.md
UPM PHARMACEUTICALS,Manufacturing,Pharmaceutical manufacturing,325412,Heuristic,Final,,,Imported from Batch Process 1.md
URBAN SITES,Commercial Real Estate,Real estate development,236220,Heuristic,Final,,,Imported from Batch Process 1.md
URBAN STEAD CHEESE,Manufacturing,Artisan Cheese Manufacturing,311,AI Analyst Research,Final,,[https://urbansteadcheese.com](https://urbansteadcheese.com),Imported from Batch 5.md
US CELLULAR,Commercial Services,Wireless telecommunications,517312,Entity Inference,Final,Telecommunications,uscellular.com,Imported from Batch Process 1.md
US FOOD SERVICEKNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; resolved 'US FOOD SERVICE' -> 'US FOOD SERVICEKNOXVILLE'
US HAZMAT RENTALS,Commercial Services,Equipment rental,532490,Rule-Based,Final,,,Imported from Batch Process 1.md
US ZINC,Manufacturing,Zinc Chemicals Manufacturing,325,AI Analyst Research,Final,,[https://www.uszinc.com](https://www.uszinc.com),Imported from Batch 5.md
USCC SERVICES,Commercial Services,Telecommunications Services,517,Heuristic (Acronym Match),Final,,,Imported from Batch 5.md
UST DBA LANDMARK CERAMICS,Manufacturing,Ceramic tile manufacturing,327122,Heuristic,Final,,,"Imported from Batch Process 1.md; expanded tokens ['LANDMARK', 'CERAMICS'] -> 'UST DBA LANDMARK CERAMICS'"
USUI INTERNATIONAL,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
UTBATTELLE,Municipal / Local Government,National Lab Operations & Federal R&D Management,5417,AI Analyst Research,Final,,https://www.ornl.gov/about/ut-battelle,Imported from Batch_20260118_Batch12.md
UTC AEROSPACE SYSTEMS,Manufacturing,Aerospace components,336413,Entity Inference,Final,,,Imported from Batch Process 1.md
VALASSIS DIRECT MAIL,Manufacturing,Printing & marketing services,323111,Heuristic,Final,,,Imported from Batch Process 1.md
VALCOM ENTERPRISES,Manufacturing,Electronics & Communication Equipment,334,AI Analyst Research,Final,,[https://www.valcom.com](https://www.valcom.com),Imported from Batch 5.md
VALEO,Manufacturing,Automotive systems,336390,Entity Inference,Final,,valeo.com,Imported from Batch Process 1.md
VALEO CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['CLIMATE', 'CONTROL'] -> 'VALEO CLIMATE CONTROL'"
VALIDATED CUSTOM SOLUTIONS,Commercial Services,Business Consulting,541,Heuristic (Name Match),Final,,,Imported from Batch 5.md
VALOR OIL,Utilities,Fuel Distribution,424,AI Analyst Research,Final,,[https://valoroil.com](https://valoroil.com),Imported from Batch 5.md
VALS BOTIQUE,Individual / Misc,Retail – Apparel,448,Heuristic (Small Retail),Final,,,Imported from Batch 5.md; resolved 'VALS BOUTIQUE' -> 'VALS BOTIQUE'
VALTRONICS,Manufacturing,Electronics manufacturing,334419,Heuristic,Final,,,Imported from Batch Process 1.md
VAN CON,Construction,General Contractor,236,AI Analyst Research,Final,,[https://vanconinc.com](https://vanconinc.com),Imported from Batch 5.md
VANDALIA RENTAL,Commercial Services,Equipment Rental,532,Heuristic (Name Match),Final,,,Imported from Batch 5.md
VANDERBILT CHEMICALS,Manufacturing,Specialty chemicals,325998,Entity Inference,Final,,vanderbiltchemicals.com,Imported from Batch Process 1.md
VANDERBILT MAURY RADIATION ONCOLOGY,Healthcare / Senior Living,Radiation oncology,621111,Rule-Based,Final,,,Imported from Batch Process 1.md
VENCO VENTURO,Manufacturing,Truck Body & Crane Equipment Manufacturing,3369,AI Analyst Research,Final,,[https://www.venturo.com](https://www.venturo.com),Imported from Batch 5.md
VENTRA PLASTICS RUSSELLVILLE A DIVISION OF FLEXNGATE,Manufacturing,Automotive plastics,326199,Entity Inference,Final,,,Imported from Batch Process 1.md; resolved 'VENTRA PLASTICS' -> 'VENTRA PLASTICS RUSSELLVILLE A DIVISION OF FLEXNGATE'
VEREGY INDIANA,Energy Services,Energy services / ESCO,221330,Entity Inference,Final,,,Imported from Batch Process 1.md
VFP FIRE SYSTEMS,Construction,Fire protection systems,238290,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
VGS BAKERY,Individual / Misc,Retail Bakery & Food Service,4452,AI Analyst Research,Final,,[https://vgsbakery.com](https://vgsbakery.com),Imported from Batch 5.md
VICTORIA THEATRE ASSOCIATION,Non-Profit / Religious,Performing arts nonprofit,813990,Rule-Based,Final,,,Imported from Batch Process 1.md
VICTORIAN SQUARE,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
VIKING PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,,,Imported from Batch Process 1.md
VINYLMAX,Manufacturing,Windows & doors,321911,Heuristic,Final,,,Imported from Batch Process 1.md
VIOX SERVICES,Commercial Services,Facilities Management & Engineering Services,5612,AI Analyst Research,Final,,[https://www.viox-services.com](https://www.viox-services.com),Imported from Batch 5.md
VIRGINIA TILE,Financial Services,Title & Escrow Services,541,AI Analyst Research,Final,,[https://virginiatitle.com](https://virginiatitle.com),Imported from Batch 5.md; resolved 'VIRGINIA TITLE' -> 'VIRGINIA TILE'
VISION BEST EYE CARE,Healthcare / Senior Living,Optometry,621320,Rule-Based,Final,,,Imported from Batch Process 1.md
VOLUNTEER MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
VRC,Healthcare / Senior Living,Acronym collision – insufficient context,,Unresolved,Final,,,Imported from Batch 5.md
VYTRON,Manufacturing,Industrial Automation Equipment,333,AI Analyst Research,Final,,[https://vytron.com](https://vytron.com),Imported from Batch 5.md
WABTEC,Manufacturing,Rail & industrial equipment,336510,Entity Inference,Final,,wabteccorp.com,Imported from Batch Process 1.md
WALKENHORSTS,Commercial Services,Specialty Retail / Footwear & Accessories,4541,AI Analyst Research,Final,,https://walkenhorsts.com,Imported from Batch_20260118_Batch12.md
WALKER,Individual / Misc,Individual / Ambiguous,,Name Only,Final,,,Imported from Batch 5.md
WALKER SCM AELSPAN,Manufacturing,Industrial Belting & Conveyor Products,3399,AI Analyst Research,Final,,https://www.aelspan.com,Imported from Batch_20260118_Batch12.md
WAREHOUSE OPTIMIZERS,Commercial Services,Warehouse consulting,541614,Rule-Based,Final,,,Imported from Batch Process 1.md
WATERS EDGE CHOCOLATES,Commercial Services,Artisan Chocolate Manufacturing & Retail,3113,AI Analyst Research,Final,,https://www.watersedgechocolates.com,Imported from Batch_20260118_Batch12.md
WATKINS ROAD OWNER,Commercial Real Estate,Property ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
WAUPACA FOUNDRY,Manufacturing,Metal casting,331511,Heuristic,Final,,,Imported from Batch Process 1.md
WAYFAIR,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md
WAYFAIR ERLANGER,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR ERLANGER'
WAYFAIR FLORENCE,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR FLORENCE'
WAYFAIR GROVEPORT,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR GROVEPORT'
WAYFAIR HEBRON,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR HEBRON'
WAYFAIR LOUISVILLE,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR LOUISVILLE'
WAYFAIR WEST CHESTER,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR WEST CHESTER'
WEBB SCHOOL OF KNOXVILLE,Private Schools (K–12),Private school,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
WEBER HUFF,Construction,Commercial Construction,236,AI Analyst Research,Final,,[https://www.weberhuff.com](https://www.weberhuff.com),Imported from Batch 5.md
WEICHUAN USA,Manufacturing,Industrial Automation Components,333,AI Analyst Research,Final,,[https://www.weichuanusa.com](https://www.weichuanusa.com),Imported from Batch 5.md
WESLEY VILLAGE,Healthcare / Senior Living,Senior living,623312,Heuristic,Final,,,Imported from Batch Process 1.md
WEST HIGH ST INVESTMENTS,Commercial Real Estate,Property investment,531120,Heuristic,Final,,,Imported from Batch Process 1.md
WESTERN PLAZA THOMPSON THRIFT,Commercial Real Estate,Shopping center ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md; resolved 'WESTERN PLAZA' -> 'WESTERN PLAZA THOMPSON THRIFT'
WESTERN SOUTHERN,Financial Services,Insurance & Financial Services,524,AI Analyst Research,Final,,[https://www.westernsouthern.com](https://www.westernsouthern.com),Imported from Batch 5.md
WESTMINSTER NEIGHBORHOOD SERVICES,Non-Profit / Religious,Community services nonprofit,813319,Rule-Based,Final,,,Imported from Batch Process 1.md
WESTROCK,Manufacturing,Packaging & paper,322211,Entity Inference,Final,,westrock.com,Imported from Batch Process 1.md
WESTROCK CINCINNATI,Manufacturing,Packaging & paper,322211,Entity Inference,Final,,westrock.com,Imported from Batch Process 1.md
WHITE OAK ATHLETIC CLUB,Non-Profit / Religious,Non-Profit Athletic Organization,813,AI Analyst Research,Final,,[https://www.whiteoakac.org](https://www.whiteoakac.org),Imported from Batch 5.md
WIEDEMANN,Manufacturing,Beverage Manufacturing,312,AI Analyst Research,Final,,[https://www.wiedemannbeer.com](https://www.wiedemannbeer.com),Imported from Batch 5.md
WILLIAMSBURG SCHOOLS,Public Schools (K–12),Public school district,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
WILLIAMSON MEMORIAL,Healthcare / Senior Living,Hospital system,622110,Heuristic,Final,,,Imported from Batch Process 1.md
WILLIAMSTOWN INDEPENDENT SCHOOL,Public Schools (K–12),Public school district,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
WILLOWS AT SPRINGHURT,Commercial Real Estate,Multifamily Residential Property,531,Heuristic (Property Name),Final,,,Imported from Batch 5.md; resolved 'WILLOWS AT SPRINGHURST' -> 'WILLOWS AT SPRINGHURT'
WINDSOR SUITES,Commercial Real Estate,Hospitality Real Estate,531,AI Analyst Research,Final,,[https://www.windsorsuites.com](https://www.windsorsuites.com),Imported from Batch 5.md
WINE SHOP,Commercial Services,Specialty retail,445310,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
WINTON WOODS SCHOOLS,Public Schools (K–12),Public school district,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
WISCHMEIER TRANSPORTATION SOLUTIONS,Commercial Services,Transportation & Logistics,484,Heuristic (Name Match),Final,,,Imported from Batch 5.md
WISHING U WELL,Healthcare / Senior Living,Senior Living / Care Services,623,Heuristic (Name Match),Final,,,Imported from Batch 5.md
WKN ENTERPRISES DBA TITLE BOXING CLUB,Individual / Misc,Fitness Club Franchise,713,AI Analyst Research,Final,,[https://titleboxingclub.com](https://titleboxingclub.com),Imported from Batch 5.md; resolved 'WKN ENTERPRISES' -> 'WKN ENTERPRISES DBA TITLE BOXING CLUB'
WONTON FOOD TENNESSEE,Manufacturing,Frozen Food Manufacturing,311,AI Analyst Research,Final,,[https://wontonfood.com](https://wontonfood.com),Imported from Batch 5.md
WOODCRAFT SUPPLY,Commercial Services,Specialty retail,444130,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
WOODGRAIN DOOR SHOP,Manufacturing,Millwork & doors,321911,Heuristic,Final,,,Imported from Batch Process 1.md
WOODLAWN RUBBER,Manufacturing,Rubber products,326299,Heuristic,Final,,,Imported from Batch Process 1.md
WOOSTER MOTOR WAYS,Commercial Services,Freight Transportation & Logistics,4841,AI Analyst Research,Final,,[https://www.woostermotorways.com](https://www.woostermotorways.com),Imported from Batch 5.md
WORLDSOURCE INTEGRATION,Commercial Services,IT Systems Integration,541,AI Analyst Research,Final,,[https://worldsourceintegration.com](https://worldsourceintegration.com),Imported from Batch 5.md
WP GENERAL PARTNERSHIP 9DBA WESTERN PLAZA OR SHOPS AT WESTERN P,Commercial Real Estate,Shopping center ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md; resolved 'WP GENERAL PARTNERSHIP' -> 'WP GENERAL PARTNERSHIP 9DBA WESTERN PLAZA OR SHOPS AT WESTERN P'
WSAZ,Commercial Services,Television Broadcasting & Media,5151,AI Analyst Research,Final,,[https://www.wsaz.com](https://www.wsaz.com),Imported from Batch 5.md
WSAZ WVLT TV CHANNEL 8,Commercial Services,Television broadcasting,515120,Rule-Based,Final,,,Imported from Batch Process 1.md
WV GREAT BARREL,Non-Profit / Religious,Economic Development / Tourism,813,Heuristic (Low Confidence),Final,,,Imported from Batch 5.md
WV OUTDOOR,Non-Profit / Religious,Outdoor Recreation Organization,813,AI Analyst Research,Final,,[https://wvtourism.com](https://wvtourism.com),Imported from Batch 5.md
WVLT TV CHANNEL 8,Commercial Services,Television broadcasting,515120,Rule-Based,Final,,,Imported from Batch Process 1.md
XENIA COMMUNITY SCHOOLS BUSINESS OFFICE,Public Schools (K–12),Public school district,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
XETRON,Manufacturing,Electronics Manufacturing Services,334,AI Analyst Research,Final,,[https://xetron.com](https://xetron.com),Imported from Batch 5.md
XTRALEASE,Commercial Services,Equipment leasing,532120,Rule-Based,Final,,,Imported from Batch Process 1.md
YAMOTA WEST,Manufacturing,Automotive Parts Manufacturing,336,AI Analyst Research,Final,,[https://yamota.co.jp](https://yamota.co.jp),Imported from Batch 5.md
YANFENG GLOBAL AUTOMOTIVE INTERIORS,Manufacturing,Automotive interiors,336360,Entity Inference,Final,,,Imported from Batch Process 1.md
YAPP USA AUTOMOTIVE SYSTEMS,Manufacturing,Automotive fuel systems,336390,Heuristic,Final,,,Imported from Batch Process 1.md
YEE HAW BREWING,Commercial Services,Brewery / taproom,312120,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
YH AMERICA,Manufacturing,Automotive Stampings,336,AI Analyst Research,Final,,[https://www.yh-america.com](https://www.yh-america.com),Imported from Batch 5.md
YKK AP,Manufacturing,Architectural fenestration,321911,Entity Inference,Final,,ykkap.com,Imported from Batch Process 1.md
YMCA,Non-Profit / Religious,Non-profit recreation,813410,Rule-Based,Final,,,Imported from Batch Process 1.md
YMCA OF GREATER CINCINNATI,Non-Profit / Religious,Non-profit recreation,813410,Rule-Based,Final,,,Imported from Batch Process 1.md
YMCA OF HARRISON COUNTY,Non-Profit / Religious,Non-profit recreation,813410,Rule-Based,Final,,,Imported from Batch Process 1.md
YSK,Manufacturing,Automotive Components Manufacturing,336,Heuristic (Name Match),Final,,,Imported from Batch 5.md
YUSA,Manufacturing,Automotive Manufacturing,336,AI Analyst Research,Final,,[https://www.yusa.com](https://www.yusa.com),Imported from Batch 5.md
ZAMIAS SERVICES,Commercial Real Estate,Retail Real Estate Management,531,AI Analyst Research,Final,,[https://www.zamias.com](https://www.zamias.com),Imported from Batch 5.md
ZF BOGE ELASTMETALL,Manufacturing,Automotive components,336390,Entity Inference,Final,,,Imported from Batch Process 1.md
ZF NORTH AMERICA,Manufacturing,Automotive components,336390,Entity Inference,Final,,,Imported from Batch Process 1.md
ZF STEERING SYSTEMS,Manufacturing,Automotive steering systems,336390,Entity Inference,Final,,,Imported from Batch Process 1.md
ZIMMER CHYSLER JEEP DODGE,Commercial Services,Automobile Dealership,4411,AI Analyst Research,Final,,[https://www.zimmermotors.com](https://www.zimmermotors.com),Imported from Batch 5.md; resolved 'ZIMMER CHRYSLER JEEP DODGE' -> 'ZIMMER CHYSLER JEEP DODGE'
